ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
1;15;ARICA;ARICA;ESCUELA E-15 RICARDO SILVA ARRIAGADA;HC - NOCTURNO;MUNICIPAL;22;396.14;531.0;258.0;22;414.36;601;257;22;377.91;488;259;15;441.87;591;326;16;381.94;549;235;40;483.25;662;299;40;502.68;769;299;28
2;15;ARICA;ARICA;LICEO JOVINA NARANJO FERNANDEZ A-5;HC - NOCTURNO;MUNICIPAL;20;407.10;555.0;281.5;20;402.10;565;257;20;412.10;545;282;13;392.23;514;237;9;398.78;497;309;26;483.08;735;319;26;507.81;850;319;5
3;15;ARICA;ARICA;COLEGIO ALCAZAR DE ARICA;HC - NOCTURNO;SUBVENC;63;394.87;576.5;269.5;63;385.11;613;220;63;404.63;557;234;54;402.57;591;197;31;424.61;545;261;133;485.03;717;295;133;498.38;813;295;40363
4;15;ARICA;ARICA;COLEGIO LEONARDO DA VINCI;HC - NOCTURNO;SUBVENC;17;396.41;508.5;280.5;17;398.71;514;231;17;394.12;509;282;12;437.83;562;286;10;387.80;462;235;26;546.54;780;376;26;560.5;850;376;12630
5;15;ARICA;ARICA;COLEGIO PADRE LUIS GALLARDO;HC - NOCTURNO;SUBVENC;4;463.13;582.0;352.5;4;477.25;633;352;4;449.00;531;353;2;549.00;607;491;4;399.25;481;328;8;550.63;713;400;8;571.88;780;400;12505
6;15;ARICA;ARICA;COLEGIO SAN JUAN DE LA BLACHERE;HC - NOCTURNO;SUBVENC;2;408.00;459.0;357.0;2;385.00;430;340;2;431.00;488;374;2;415.00;420;410;;;;;3;597.67;741;499;3;649.67;850;499;12539
7;15;ARICA;ARICA;LICEO DE ADULTOS JUNIOR COLLEGE;HC - NOCTURNO;SUBVENC;109;405.68;507.0;228.5;109;409.10;589;226;109;402.26;515;226;84;422.51;562;226;35;368.89;510;230;145;477.71;733;311;145;489.83;818;311;12750
8;1;IQUIQUE;IQUIQUE;LICEO CEIA DE IQUIQUE;HC - NOCTURNO;MUNICIPAL;39;386.31;531.0;245.5;39;399.64;601;237;39;372.97;520;219;34;408.18;607;231;18;403.56;534;219;50;528.00;765;331;50;536.6;810;331;12758
9;1;IQUIQUE;IQUIQUE;ACADEMIA IQUIQUE BULNES;HC - NOCTURNO;SUBVENC;75;426.27;639.0;230.0;75;438.56;661;257;75;413.97;617;203;55;440.44;735;243;42;390.52;553;230;108;464.32;753;254;108;480.77;850;254;12682
10;1;IQUIQUE;IQUIQUE;COLEGIO LATINOAMERICANO LAS PARINAS;HC - NOCTURNO;SUBVENC;4;414.63;476.0;359.5;4;417.50;543;274;4;411.75;515;330;2;444.50;530;359;4;347.75;472;235;19;510.63;747;380;19;599.47;850;380;12741
11;1;IQUIQUE;ALTO HOSPICIO;COLEGIO REINA DEL DESIERTO;HC - NOCTURNO;SUBVENC;9;420.06;537.0;328.0;9;427.89;565;231;9;412.22;536;259;7;397.43;525;243;5;428.40;524;328;18;547.17;705;396;18;595.67;844;396;12588
12;1;IQUIQUE;ALTO HOSPICIO;LICEO ACADEMIA NACIONAL;HC - NOCTURNO;SUBVENC;12;383.08;482.0;303.5;12;397.50;537;274;12;368.67;496;211;10;395.50;525;264;2;421.00;450;392;14;534.86;673;408;14;554.86;748;408;12686
13;1;IQUIQUE;ALTO HOSPICIO;LICEO PABLO NERUDA;HC - NOCTURNO;SUBVENC;3;440.50;477.5;389.5;3;428.00;484;329;3;453.00;471;438;3;425.00;485;326;2;342.00;375;309;16;543.88;820;390;16;594.81;850;390;12719
14;1;TAMARUGAL;POZO ALMONTE;ESCUELA BASICA FUERTE BAQUEDANO;HC - NOCTURNO;MUNICIPAL;5;365.10;438.5;309.5;5;361.40;452;289;5;368.80;425;306;4;340.50;430;226;4;327.75;437;261;26;465.12;658;275;26;477.96;783;275;10905
15;1;TAMARUGAL;POZO ALMONTE;LICEO ALCALDE SERGIO GONZALEZ GUTIERREZ C-12;HC - NOCTURNO;MUNICIPAL;5;463.90;610.5;349.0;5;466.20;661;305;5;461.60;560;393;1;530.00;530;530;4;450.75;563;309;9;580.78;788;335;9;650.33;850;335;191
16;1;TAMARUGAL;PICA;LICEO PADRE ALBERTO HURTADO CRUCHAGA;HC - NOCTURNO;MUNICIPAL;4;392.13;430.5;349.0;4;338.75;477;237;4;445.50;509;374;3;453.00;479;440;1;450.00;450;450;6;536.83;697;434;6;546.5;731;434;12551
17;2;TOCOPILLA;TOCOPILLA;LICEO DOMINGO LATRILLE L.;HC - NOCTURNO;MUNICIPAL;28;363.82;495.5;230.0;28;363.71;582;226;28;363.93;531;226;17;404.88;553;226;14;361.43;450;235;34;497.59;741;289;34;526;850;289;199
18;2;EL LOA;CALAMA;CENTRO EDUCACIONAL INTEGRAL ADULTO;HC - NOCTURNO;MUNICIPAL;113;395.89;631.5;261.5;113;393.02;639;204;113;398.76;624;219;73;380.75;607;214;55;376.71;559;219;148;482.49;784;343;148;492.77;850;343;222
19;2;EL LOA;CALAMA;CENTRO EDUCACIONAL INTEGRAL DE ADULTOS -ANEXO;HC - NOCTURNO;MUNICIPAL;21;454.45;526.0;407.0;21;429.19;537;340;21;479.71;526;425;21;605.62;669;525;;;;;21;386.67;531;267;21;386.95;535;267;10971
20;2;EL LOA;CALAMA;INSTITUTO ANTONIO VARAS;HC - NOCTURNO;PAGADO;70;438.26;617.5;271.5;70;444.47;653;237;70;432.04;582;259;41;466.95;641;286;33;412.27;549;230;76;471.84;757;363;76;501.74;850;363;31346
21;2;ANTOFAGASTA;ANTOFAGASTA;C.E.I.A.  DR. ANTONIO RENDIC IVANOVIC  -B-32;HC - NOCTURNO;MUNICIPAL;82;399.02;554.5;227.0;82;405.94;589;220;82;392.11;536;181;64;413.92;616;237;46;372.72;517;224;90;516.23;804;361;90;529.11;850;361;12870
22;2;ANTOFAGASTA;ANTOFAGASTA;COLEGIO LA CONCEPCION;HC - NOCTURNO;MUNICIPAL;34;374.60;469.0;259.5;34;354.47;520;215;34;394.74;488;234;27;379.00;503;231;22;395.95;497;261;48;475.98;608;370;48;494.46;707;370;12972
23;2;ANTOFAGASTA;ANTOFAGASTA;LICEO LA PORTADA A-22 ;HC - NOCTURNO;MUNICIPAL;2;432.00;434.0;430.0;2;398.00;407;389;2;466.00;471;461;;;;;1;450.00;450;450;3;546.67;636;497;3;598;769;503;286
24;2;ANTOFAGASTA;ANTOFAGASTA;ESANE DEL NORTE;HC - NOCTURNO;PAGADO;86;447.01;677.0;254.0;86;462.79;669;226;86;431.22;685;219;53;454.70;717;264;52;440.04;657;230;95;462.39;656;267;95;495.78;842;267;12834
25;2;ANTOFAGASTA;ANTOFAGASTA;INSTITUTO ANTONIO VARAS DE ANTOFAGASTA;HC - NOCTURNO;PAGADO;39;423.85;572.0;262.0;39;445.44;613;242;39;402.26;531;259;26;457.00;710;326;21;413.19;539;230;42;464.38;630;333;42;511.48;850;333;12833
26;2;ANTOFAGASTA;ANTOFAGASTA;SERVICIOS EDUCACION SAN MARTIN DE PORRES S.A.;HC - NOCTURNO;PAGADO;13;371.15;466.0;265.5;13;390.23;496;257;13;352.08;488;226;8;403.13;497;237;11;379.36;504;235;14;438.29;561;335;14;452.64;661;335;31344
27;2;ANTOFAGASTA;TALTAL;LICEO JUAN CORTES-MONROY CORTES;HC - NOCTURNO;MUNICIPAL;4;422.63;525.5;331.5;4;447.00;531;362;4;398.25;520;282;;;;;2;477.00;504;450;4;509.00;584;438;4;513.25;597;438;373
28;3;CHAÑARAL;DIEGO DE ALMAGRO;LICEO DIEGO DE ALMEIDA;HC - NOCTURNO;SUBVENC;10;403.05;479.5;311.5;10;388.70;514;274;10;417.40;540;306;7;382.29;530;307;5;442.00;510;351;11;498.55;668;363;11;575.27;850;363;392
29;3;COPIAPO;COPIAPO;CENTRO DE EDUC. INTEGRADA DE ADULTOS;HC - NOCTURNO;MUNICIPAL;80;435.89;575.5;238.0;80;439.43;594;226;80;432.35;564;203;54;454.93;650;226;38;404.68;619;214;118;456.09;800;260;118;468.01;850;260;13176
30;3;COPIAPO;COPIAPO;ESCUELA HERNAN MARQUEZ HUERTA;HC - NOCTURNO;MUNICIPAL;3;434.00;484.0;395.5;3;464.33;543;398;3;403.67;425;393;1;264.00;264;264;2;394.50;504;285;3;629.33;719;456;3;722.67;850;468;419
31;3;COPIAPO;COPIAPO;ESCUELA MEDARDO CANO GODOY;HC - NOCTURNO;MUNICIPAL;16;362.69;458.0;266.5;16;358.38;491;274;16;367.00;480;211;14;369.07;479;264;;;;;19;530.63;656;382;19;551.84;745;382;397
32;3;COPIAPO;COPIAPO;LICEO TECNOLOGICO DE COPIAPO;HC - NOCTURNO;MUNICIPAL;8;398.44;500.0;293.5;8;431.75;537;305;8;365.13;480;203;5;438.20;574;286;3;418.00;504;375;13;485.38;713;359;13;525;850;359;13145
33;3;COPIAPO;CALDERA;CEIA DE CALDERA;HC - NOCTURNO;MUNICIPAL;21;382.14;491.5;290.0;21;374.00;496;215;21;390.29;531;234;13;395.46;485;264;15;386.60;517;285;31;458.55;636;345;31;465.06;703;345;13193
34;3;COPIAPO;TIERRA AMARILLA;LICEO JORGE ALESSANDRI RODRIGUEZ;HC - NOCTURNO;MUNICIPAL;1;455.00;455.0;455.0;1;407.00;407;407;1;503.00;503;503;1;449.00;449;449;;;;;2;525.50;574;477;2;575.5;666;485;11034
35;3;HUASCO;VALLENAR;CENTRO DE ED. INTEGRADA DE ADULTOS CEIA;HC - NOCTURNO;MUNICIPAL;24;382.65;520.0;290.0;24;381.92;531;274;24;383.38;509;259;20;405.90;539;286;4;441.25;497;328;28;507.07;804;349;28;522.79;850;349;13122
36;4;ELQUI;LA SERENA;CENTRO DE ED. DE AD. ESTER DEL R. VILLARREAL C.;HC - NOCTURNO;MUNICIPAL;111;407.93;578.0;256.5;111;413.91;613;204;111;401.95;574;219;82;430.50;620;231;43;389.67;559;219;142;499.04;739;297;142;526.55;850;297;532
37;4;ELQUI;LA SERENA;CENTRO DE ED. INTEGRAL DE ADULTOS PUELMAPU;HC - NOCTURNO;SUBVENC;28;412.36;537.0;269.5;28;422.82;560;242;28;401.89;531;282;23;448.26;591;286;10;347.20;490;230;51;516.55;778;349;51;527.47;845;349;40206
38;4;ELQUI;LA SERENA;COLEGIO DE ADULTOS ADOLFO KOLPING;HC - NOCTURNO;SUBVENC;8;402.81;478.5;346.5;8;405.25;496;340;8;400.38;471;282;4;467.50;514;410;5;383.20;450;309;18;445.39;675;351;18;452;750;351;13496
39;4;ELQUI;LA SERENA;COLEGIO DE ADULTOS BRILLA EL SOL;HC - NOCTURNO;SUBVENC;21;376.64;488.0;216.5;21;364.95;526;199;21;388.33;461;234;14;423.21;549;264;18;370.00;490;230;40;459.28;741;279;40;471.65;839;279;40321
40;4;ELQUI;LA SERENA;COLEGIO PAULO FREIRE;HC - NOCTURNO;SUBVENC;1;471.00;471.0;471.0;1;471.00;471;471;1;471.00;471;471;;;;;1;462.00;462;462;2;533.00;616;450;2;540.5;631;450;13580
41;4;ELQUI;LA SERENA;ESCUELA DE ADULTOS MONTULN KIMKELEM;HC - NOCTURNO;SUBVENC;2;308.25;311.5;305.0;2;287.00;317;257;2;329.50;353;306;2;326.00;326;326;2;350.50;392;309;4;556.75;574;525;4;589.75;615;541;40290
42;4;ELQUI;LA SERENA;LICEO DE ADULTOS MAX PLANCK;HC - NOCTURNO;SUBVENC;84;443.98;616.5;290.0;84;448.64;639;257;84;439.31;597;234;52;469.92;674;264;47;448.83;580;285;104;493.34;707;335;104;516.41;850;335;13415
43;4;ELQUI;LA SERENA;MARTIN LUTHER KING ADULT SCHOOL;HC - NOCTURNO;SUBVENC;6;370.00;410.0;333.0;6;331.33;430;237;6;408.67;480;330;3;410.00;497;359;2;412.50;450;375;14;457.29;576;319;14;459.21;586;319;31222
44;4;ELQUI;COQUIMBO;LICEO CARMEN AURORA RODRIGUEZ H.;HC - NOCTURNO;MUNICIPAL;1;506.50;506.5;506.5;1;464.00;464;464;1;549.00;549;549;;;;;1;553.00;553;553;2;578.50;590;567;2;604;619;589;13461
45;4;ELQUI;COQUIMBO;LICEO DIEGO PORTALES;HC - NOCTURNO;MUNICIPAL;8;415.69;601.5;307.5;8;433.38;639;257;8;398.00;564;234;5;422.20;545;326;4;393.25;605;261;13;506.23;701;349;13;533.62;804;349;611
46;4;ELQUI;COQUIMBO;C.E.I.A. SANTA TERESA;HC - NOCTURNO;SUBVENC;33;413.56;540.0;309.5;33;422.24;571;231;33;404.88;520;306;25;436.64;616;237;13;373.08;472;261;54;492.70;808;311;54;504.41;850;311;40400
47;4;ELQUI;COQUIMBO;COLEGIO CRISTOBAL COLON;HC - NOCTURNO;SUBVENC;11;386.50;481.5;305.5;11;400.73;554;237;11;372.27;471;306;8;432.38;508;343;6;404.17;490;285;17;430.65;561;321;17;443.47;630;321;13314
48;4;ELQUI;COQUIMBO;COLEGIO DE ADULTOS LAS VIOLETAS;HC - NOCTURNO;SUBVENC;42;395.86;585.0;245.0;42;402.50;639;231;42;389.21;553;234;26;414.85;570;231;17;397.41;490;235;66;476.94;689;299;66;483.21;715;299;40076
49;4;ELQUI;COQUIMBO;COLEGIO DE ADULTOS SAN LUIS;HC - NOCTURNO;SUBVENC;47;408.91;528.0;281.5;47;419.68;606;237;47;398.15;526;226;29;427.17;530;243;26;420.54;524;309;61;504.43;721;319;61;514.25;773;319;13528
50;4;ELQUI;COQUIMBO;COLEGIO DIEGO DE ALMEYDA;HC - NOCTURNO;SUBVENC;6;386.83;528.5;292.0;6;390.00;537;231;6;383.67;520;234;1;430.00;430;430;4;396.75;422;351;11;459.91;620;262;11;482.91;717;262;11144
51;4;ELQUI;COQUIMBO;COLEGIO JOSE MARTI PEREZ;HC - NOCTURNO;SUBVENC;7;402.00;550.5;311.5;7;421.00;565;305;7;383.00;536;234;4;337.50;374;307;3;420.33;462;392;10;375.90;493;273;10;376.9;503;273;13612
52;4;ELQUI;COQUIMBO;COLEGIO OLIMPO;HC - NOCTURNO;SUBVENC;25;384.54;476.0;286.0;25;396.80;514;242;25;372.28;471;259;11;430.18;503;307;14;382.50;504;208;34;550.35;784;355;34;566.32;850;355;13525
53;4;ELQUI;COQUIMBO;COLEGIO TECNICO PROF. ALTUE;HC - NOCTURNO;SUBVENC;6;373.17;459.0;295.0;6;362.33;430;237;6;384.00;488;306;6;374.83;440;343;3;429.00;490;375;11;533.64;666;444;11;557.45;757;444;40208
54;4;ELQUI;COQUIMBO;ESCUELA PARA ADULTOS AMIGOS DEL PADRE HURTADO;HC - NOCTURNO;SUBVENC;18;367.56;515.5;260.0;18;378.33;514;226;18;356.78;540;203;12;356.67;491;264;11;352.73;462;235;42;508.02;737;355;42;525.93;844;355;13584
55;4;ELQUI;COQUIMBO;INSTITUTO DE EDUCACION PARA EL ADULTO;HC - NOCTURNO;SUBVENC;24;414.77;624.0;321.0;24;418.29;618;274;24;411.25;630;234;18;404.67;669;231;8;395.00;553;309;39;550.69;802;394;39;561.74;845;394;40008
56;4;ELQUI;COQUIMBO;LICEO TECNICO PROFESIONAL DE ADULTOS CORESOL;HC - NOCTURNO;SUBVENC;45;356.04;482.0;238.0;45;351.22;484;242;45;360.87;480;234;46;368.35;508;226;;;;;47;556.79;723;398;47;598.15;850;398;13592
57;4;ELQUI;ANDACOLLO;CENTRO DE EDUC. INTEGRAL DE ADULTOS ANDACOLLO;HC - NOCTURNO;MUNICIPAL;7;376.21;454.5;281.5;7;399.14;484;257;7;353.29;425;234;6;409.67;464;343;1;309.00;309;309;8;511.00;751;333;8;531;847;333;13611
58;4;ELQUI;VICUÑA;LICEO CARLOS ROBERTO MONDACA CORTES;HC - NOCTURNO;MUNICIPAL;9;398.11;557.0;289.0;9;427.00;554;329;9;369.22;560;203;7;473.29;620;420;1;224.00;224;224;13;462.77;713;347;13;491.77;850;347;665
59;4;ELQUI;VICUÑA;COLEGIO DE ADULTOS VALLE DE ELQUI;HC - NOCTURNO;SUBVENC;13;392.08;560.5;254.0;13;414.69;601;237;13;369.46;520;219;8;371.00;410;286;7;406.29;553;261;15;574.93;765;426;15;618.47;850;426;31220
60;4;LIMARI;OVALLE;CENTRO INTEGRAL DE ADULTOS LIMARI;HC - NOCTURNO;MUNICIPAL;46;394.38;529.5;211.5;46;391.50;537;204;46;397.26;549;219;25;391.28;570;226;26;368.73;517;230;111;515.25;798;264;111;522.86;845;264;13591
61;4;LIMARI;OVALLE;ESCUELA BASICA PADRE ALBERTO HURTADO CRUCHAGA;HC - NOCTURNO;MUNICIPAL;10;311.85;361.0;254.0;10;300.50;362;226;10;323.20;393;234;12;342.50;464;231;;;;;13;562.85;705;374;13;582.69;779;374;11136
62;4;LIMARI;OVALLE;LICEO ESTELA AVILA MOLINA DE PERRY;HC - NOCTURNO;MUNICIPAL;5;455.80;487.0;430.5;5;449.00;459;438;5;462.60;536;409;1;549.00;549;549;4;393.50;504;261;11;482.18;640;400;11;516.09;785;400;701
63;4;LIMARI;OVALLE;COLEGIO DE ADULTOS GALILEO;HC - NOCTURNO;SUBVENC;53;414.86;583.0;278.0;53;435.04;613;231;53;394.68;579;219;44;429.09;674;286;22;441.09;529;309;79;512.89;767;242;79;536.01;850;242;40186
64;4;LIMARI;OVALLE;COLEGIO SANTA MARIA EUFRASIA N° 98;HC - NOCTURNO;SUBVENC;4;379.00;463.0;305.0;4;364.00;452;257;4;394.00;496;353;2;322.50;359;286;2;399.50;490;309;10;434.50;505;361;10;437.4;526;361;766
65;4;LIMARI;COMBARBALA;LICEO SAMUEL ROMAN ROJAS DE COMBARBALA;HC - NOCTURNO;MUNICIPAL;20;352.78;531.5;242.5;20;344.20;560;226;20;361.35;503;259;19;389.47;535;264;10;369.40;472;224;26;525.00;679;448;26;544.88;766;448;845
66;4;CHOAPA;ILLAPEL;ESCUELA DE ADULTOS DE ILLAPEL;HC - NOCTURNO;MUNICIPAL;36;377.19;551.0;266.5;36;390.14;606;231;36;364.25;545;234;28;401.93;570;243;9;395.22;559;285;53;531.53;745;351;53;547.91;828;351;964
67;4;CHOAPA;CANELA;LICEO POLIVALENTE PADRE JOSE HERDE POHLER;HC - NOCTURNO;MUNICIPAL;3;408.00;508.0;357.5;3;449.67;496;362;3;366.33;520;226;2;445.50;471;420;3;453.00;490;407;7;545.57;632;416;7;547.14;643;416;13352
68;4;CHOAPA;LOS VILOS;LICEO NICOLAS FEDERICO LOHSE VARGAS;HC - NOCTURNO;MUNICIPAL;12;395.21;520.0;281.5;12;409.50;537;317;12;380.92;503;234;7;440.43;620;307;7;390.86;472;285;17;573.88;741;370;17;601.82;808;370;1048
69;4;CHOAPA;SALAMANCA;COLEGIO CAMBRIDGE SCHOOL;HC - NOCTURNO;SUBVENC;15;367.37;442.5;302.0;15;354.27;422;274;15;380.47;496;282;12;405.42;553;286;10;360.10;422;261;19;528.21;685;384;19;544.32;755;384;13383
70;5;PETORCA;LA LIGUA;CENTRO DE EDUCACION DE ADULTOS - LA LIGUA.;HC - NOCTURNO;MUNICIPAL;39;379.63;592.0;274.0;39;380.05;639;237;39;379.21;568;234;15;434.80;659;286;27;353.89;481;235;46;503.98;810;311;46;520.39;850;311;1120
71;5;PETORCA;CABILDO;LICEO A N° 2;HC - NOCTURNO;MUNICIPAL;19;373.58;465.0;234.0;19;383.16;508;242;19;364.00;509;211;11;392.91;574;237;9;416.67;490;309;30;483.00;723;299;30;503.9;850;299;1167
72;5;PETORCA;PETORCA;LICEO JOSE MANUEL BORGOÑO NUÑEZ;HC - NOCTURNO;MUNICIPAL;12;332.21;382.5;281.5;12;321.17;398;237;12;343.25;425;259;8;348.88;420;208;8;345.38;462;261;15;481.67;590;339;15;492.07;645;339;1148
73;5;LOS ANDES;LOS ANDES;C.E.I.A.  DR. OSVALDO ROJAS GONZALEZ;HC - NOCTURNO;MUNICIPAL;64;384.80;576.5;228.5;64;395.41;613;220;64;374.20;574;219;50;417.52;612;231;35;375.31;576;208;92;521.45;780;343;92;543.43;850;343;1206
74;5;LOS ANDES;LOS ANDES;LICEO MAX SALAS MARCHAN A-10;HC - NOCTURNO;MUNICIPAL;90;411.01;579.5;250.5;90;417.59;639;231;90;404.43;594;219;55;441.89;659;243;52;397.40;534;230;123;486.89;772;335;123;499.71;850;335;1194
75;5;SAN FELIPE DE ACONCAGUA;SAN FELIPE;LICEO DE EDUCACION DE ADULTOS JUAN GONZALEZ;HC - NOCTURNO;MUNICIPAL;103;383.81;581.0;246.5;103;386.33;594;215;103;381.28;568;203;69;396.46;579;231;46;407.22;563;230;166;535.02;792;353;166;543.51;848;353;14454
76;5;SAN FELIPE DE ACONCAGUA;LLAILLAY;LICEO POLITECNICO LLAY-LLAY;HC - NOCTURNO;MUNICIPAL;9;375.33;472.0;269.5;9;368.67;531;242;9;382.00;488;234;7;414.57;558;343;5;381.80;490;309;17;457.06;707;254;17;487.06;850;254;1335
77;5;SAN FELIPE DE ACONCAGUA;LLAILLAY;COLEGIO PART. N°11  SALVADOR GONZALEZ;HC - NOCTURNO;SUBVENC;8;393.13;491.5;294.0;8;410.38;514;289;8;375.88;480;226;4;489.00;603;374;5;430.20;481;351;12;465.42;634;331;12;480.92;732;331;1349
78;5;SAN FELIPE DE ACONCAGUA;PANQUEHUE;COLEGIO PANQUEHUE;HC - NOCTURNO;MUNICIPAL;12;355.33;487.0;242.5;12;327.83;549;226;12;382.83;450;259;11;395.82;535;286;2;459.00;481;437;31;486.52;681;355;31;518.71;832;355;14202
79;5;SAN FELIPE DE ACONCAGUA;PUTAENDO;COLEGIO ACONCAGUA EDUCA;HC - NOCTURNO;MUNICIPAL;17;355.06;442.0;262.0;17;333.82;459;231;17;376.29;488;282;15;384.73;464;286;12;378.42;472;309;37;540.22;755;319;37;561.32;850;319;40381
80;5;SAN FELIPE DE ACONCAGUA;SANTA MARIA;SOCIEDAD EDUCACIONAL ACONCAGUA EDUCA;HC - NOCTURNO;SUBVENC;14;394.89;505.5;297.5;14;397.21;508;226;14;392.57;503;259;9;375.44;549;231;9;367.22;490;285;16;508.19;648;394;16;530.75;730;394;40338
81;5;QUILLOTA;QUILLOTA;C.E.I.A. DR. ALEJANDRO VASQUEZ ARMIJO  (EX E-513);HC - NOCTURNO;MUNICIPAL;97;393.20;534.5;248.0;97;397.52;565;231;97;388.88;549;188;85;415.05;579;231;26;383.42;517;219;126;520.38;788;291;126;543.44;850;291;14208
82;5;QUILLOTA;QUILLOTA;INSTITUTO BALDOR - QUILLOTA;HC - NOCTURNO;PAGADO;46;437.26;589.0;245.5;46;432.89;625;257;46;441.63;589;234;30;455.83;669;286;19;388.16;524;235;49;485.47;729;343;49;502.39;850;343;14628
83;5;QUILLOTA;QUILLOTA;COLEGIO SAN LUIS;HC - NOCTURNO;SUBVENC;14;401.18;495.5;238.0;14;429.71;582;215;14;372.64;503;219;9;432.00;514;343;7;438.43;510;261;18;429.72;586;293;18;513.72;850;293;1400
84;5;QUILLOTA;CALERA;LICEO PEDRO DE VALDIVIA  (EX  B-17);HC - NOCTURNO;MUNICIPAL;36;406.64;542.5;271.5;36;426.22;571;237;36;387.06;531;234;37;428.41;574;286;13;425.38;571;309;62;415.48;749;242;62;426.16;850;242;1422
85;5;QUILLOTA;HIJUELAS;LICEO MUNICIPAL LUIS LABORDA;HC - NOCTURNO;MUNICIPAL;23;385.15;547.5;321.0;23;373.87;531;274;23;396.43;564;306;20;386.40;583;264;12;367.83;481;235;48;502.85;788;321;48;520.27;850;321;1453
86;5;QUILLOTA;LA CRUZ;COLEGIO LEONARDO DA VINCI;HC - NOCTURNO;MUNICIPAL;23;378.52;579.5;285.5;23;402.22;639;237;23;354.83;520;219;12;440.50;655;237;11;388.18;510;285;45;495.31;745;315;45;512.09;836;315;1414
87;5;VALPARAISO;VALPARAISO;CENTRO INTEGRADO EDUCACION ADULTOS PLAYA ANCHA;HC - NOCTURNO;MUNICIPAL;44;387.53;545.0;254.0;44;402.02;554;204;44;373.05;564;219;32;438.25;579;243;28;389.21;529;261;63;521.41;790;343;63;590.56;850;343;12146
88;5;VALPARAISO;VALPARAISO;COLEGIO REPUBLICA DE MEXICO E- 268;HC - NOCTURNO;MUNICIPAL;1;487.00;487.0;487.0;1;549.00;549;549;1;425.00;425;425;1;514.00;514;514;;;;;2;592.50;660;525;2;640;755;525;1549
89;5;VALPARAISO;VALPARAISO;ESCUELA  ESPECIAL DE ADULTOS   E-508;HC - NOCTURNO;MUNICIPAL;20;334.28;409.0;250.5;20;314.60;444;237;20;353.95;438;259;19;341.89;485;220;;;;;15;456.47;707;309;15;528.47;850;309;1507
90;5;VALPARAISO;VALPARAISO;LICEO EDUARDO DE LA BARRA;HC - NOCTURNO;MUNICIPAL;41;459.48;694.5;294.0;41;470.10;749;289;41;448.85;640;259;26;498.35;696;307;28;419.54;619;285;49;461.57;713;329;49;466.51;799;329;1515
91;5;VALPARAISO;VALPARAISO;INSTITUTO BALDOR - VALPARAISO;HC - NOCTURNO;PAGADO;25;462.44;681.5;265.5;25;487.00;736;305;25;437.88;627;203;16;452.69;646;243;15;465.47;633;328;26;499.42;668;408;26;522.42;782;408;14371
92;5;VALPARAISO;VALPARAISO;INSTITUTO ITEP;HC - NOCTURNO;PAGADO;30;417.90;578.0;274.0;30;424.77;576;215;30;411.03;585;211;18;425.61;628;264;15;422.80;580;285;30;462.10;656;325;30;478.07;806;325;14338
93;5;VALPARAISO;VALPARAISO;CENTRO DE ESTUDIOS SAN IGNACIO;HC - NOCTURNO;SUBVENC;36;391.68;569.5;248.5;36;393.86;594;215;36;389.50;545;234;33;393.88;562;214;15;404.93;580;208;48;474.81;729;289;48;507.98;850;289;14910
94;5;VALPARAISO;VALPARAISO;CENTRO EDUCACIONAL CEVAL;HC - NOCTURNO;SUBVENC;44;408.83;532.5;278.0;44;414.68;594;226;44;402.98;526;234;27;470.41;637;286;21;372.71;497;214;61;478.92;737;264;61;490.15;800;264;14846
95;5;VALPARAISO;VALPARAISO;CENTRO EDUCACIONAL DE ADULTOS PITAGORAS;HC - NOCTURNO;SUBVENC;78;380.42;545.0;278.0;78;397.41;594;215;78;363.44;515;203;59;436.83;641;237;33;368.33;481;203;56;491.82;719;301;56;500.57;794;301;14852
96;5;VALPARAISO;VALPARAISO;COLEGIO ADULTOS JUAN LUIS VIVES;HC - NOCTURNO;SUBVENC;105;364.78;518.5;242.5;105;364.49;576;204;105;365.07;520;211;73;383.37;587;226;33;352.06;510;208;219;450.03;784;244;219;460.37;850;244;14389
97;5;VALPARAISO;VALPARAISO;COLEGIO BORDEMAR (EX.CECAL);HC - NOCTURNO;SUBVENC;36;390.15;505.5;235.0;36;395.83;549;237;36;384.47;480;181;21;448.81;646;307;24;397.46;517;235;53;558.66;790;305;53;573.38;850;305;14232
98;5;VALPARAISO;VALPARAISO;COLEGIO DE ADULTOS ELEUTERIO RAMIREZ;HC - NOCTURNO;SUBVENC;72;363.03;564.0;238.5;72;355.67;613;226;72;370.40;564;188;51;370.49;603;220;20;346.55;504;230;121;568.88;707;262;121;667.82;850;262;14791
