ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
493;8;CONCEPCION;CORONEL;ESCUELA PARTICULAR SAN MARCOS;HC - NOCTURNO;SUBVENC;5;381.10;472.5;293.0;5;389.80;520;289;5;372.40;520;234;3;460.33;514;359;3;340.00;450;261;5;511.00;632;390;5;534.6;697;390;5015
494;8;CONCEPCION;CHIGUAYANTE;CEIA PADRE CARLOS PUENTES FIGUEROA;HC - NOCTURNO;SUBVENC;18;405.92;482.0;308.0;18;417.78;496;242;18;394.06;520;282;10;431.30;503;343;14;373.00;497;224;24;545.67;725;349;24;596.04;850;349;18023
495;8;CONCEPCION;CHIGUAYANTE;CENTRO DE NIV. Y CAP. PARA AD. MADRE MARIA N Y S;HC - NOCTURNO;SUBVENC;11;365.55;546.0;222.5;11;363.91;589;242;11;367.18;503;203;7;368.14;485;286;7;362.86;472;285;18;473.33;592;412;18;534.56;844;412;18054
496;8;CONCEPCION;CHIGUAYANTE;CENTRO INT. DE EDUC. DE ADULTOS INDUSCAP;HC - NOCTURNO;SUBVENC;8;402.94;490.0;228.0;8;406.38;549;237;8;399.50;496;219;4;363.00;430;243;4;403.75;510;261;23;435.65;584;319;23;443.74;649;319;17780
497;8;CONCEPCION;CHIGUAYANTE;COLEGIO PARTICULAR AURORA DE CHILE;HC - NOCTURNO;SUBVENC;61;431.80;648.0;285.5;61;435.05;685;289;61;428.54;611;259;26;466.42;735;307;47;420.57;640;235;67;467.87;658;359;67;503.78;850;359;4627
498;8;CONCEPCION;CHIGUAYANTE;COLEGIO PORVENIR SCHOOL;HC - NOCTURNO;SUBVENC;7;377.93;442.0;325.0;7;393.57;464;329;7;362.29;503;234;6;392.67;508;264;7;420.14;481;328;9;534.00;681;404;9;576.44;798;404;18126
499;8;CONCEPCION;HUALQUI;LICEO SAN JUAN BAUTISTA DE HUALQUI (EX. C-41);HC - NOCTURNO;MUNICIPAL;11;385.27;462.5;299.5;11;394.36;503;274;11;376.18;496;259;8;371.13;519;286;7;346.43;407;219;15;523.80;650;398;15;572.13;808;398;4897
500;8;CONCEPCION;HUALQUI;CENTRO DE FOR. LABORAL Y ED. DE AD. EDUCERE;HC - NOCTURNO;SUBVENC;4;382.25;508.5;281.5;4;419.00;537;329;4;345.50;480;234;;;;;4;388.25;490;328;15;599.13;743;444;15;652.93;850;444;18100
501;8;CONCEPCION;LOTA;CEIA SAN LUIS DE POTOSI REP. DE MEXICO (EX. F-696);HC - NOCTURNO;MUNICIPAL;46;398.98;525.0;235.5;46;417.63;554;231;46;380.33;509;219;31;403.77;525;243;26;386.65;534;285;73;502.21;759;331;73;516.96;837;331;4965
502;8;CONCEPCION;PENCO;LICEO PENCOPOLITANO B-40;HC - NOCTURNO;MUNICIPAL;5;376.70;407.0;325.0;5;361.60;508;257;5;391.80;461;306;5;413.00;553;326;4;334.75;375;285;6;494.00;574;430;6;509.67;634;430;4805
503;8;CONCEPCION;PENCO;COLEGIO A-LAFQUEN;HC - NOCTURNO;SUBVENC;8;361.63;475.5;290.0;8;368.63;471;257;8;354.63;480;259;4;394.00;491;237;6;328.50;392;235;15;527.20;723;374;15;591.07;850;374;18114
504;8;CONCEPCION;SAN PEDRO DE LA PAZ;COLEGIO GALVARINO;HC - NOCTURNO;MUNICIPAL;3;505.00;520.5;487.5;3;538.67;576;514;3;471.33;515;438;3;546.00;595;485;3;488.00;524;450;6;483.67;604;410;6;499.5;699;410;4617
505;8;CONCEPCION;SAN PEDRO DE LA PAZ;COLEGIO NUEVOS HORIZONTES;HC - NOCTURNO;MUNICIPAL;4;375.75;426.0;317.0;4;412.75;459;352;4;338.75;393;282;3;395.67;485;343;1;309.00;309;309;5;565.00;759;450;5;591.2;850;450;18218
506;8;CONCEPCION;SAN PEDRO DE LA PAZ;ESCUELA JOSE MIGUEL CARRERA;HC - NOCTURNO;SUBVENC;14;398.57;513.5;305.5;14;405.00;589;274;14;392.14;461;259;10;412.20;525;307;8;361.00;422;219;19;498.53;731;351;19;535.95;850;351;4626
507;8;CONCEPCION;SAN PEDRO DE LA PAZ;LICEO PARTICULAR H.C. LOS ANDES;HC - NOCTURNO;SUBVENC;5;352.50;421.0;315.5;5;357.60;416;257;5;347.40;461;226;4;384.25;457;307;2;363.00;375;351;10;459.70;689;343;10;491.3;850;343;11706
508;8;CONCEPCION;TALCAHUANO;CENTRO EDUC. INTEG. ADULTOS LAS AMERICAS E-1217;HC - NOCTURNO;MUNICIPAL;77;391.45;562.5;225.0;77;396.21;576;226;77;386.70;579;219;50;422.48;659;202;43;405.60;567;224;113;495.00;778;319;113;509.88;850;319;11417
509;8;CONCEPCION;TALCAHUANO;CENTRO INTEGRAL EDUCACION ADULTOS HUALPENCILLO;HC - NOCTURNO;MUNICIPAL;20;395.15;473.5;272.5;20;387.15;543;215;20;403.15;503;219;13;421.38;539;237;10;369.00;450;230;26;508.73;767;285;26;514.58;809;285;4740
510;8;CONCEPCION;TALCAHUANO;LICEO ALMTE. PEDRO ESPINA RITCHIE A-21;HC - NOCTURNO;MUNICIPAL;22;406.36;531.5;302.0;22;405.59;503;274;22;407.14;560;306;12;410.92;525;286;12;387.58;517;285;31;437.13;634;321;31;458.97;850;321;4702
511;8;CONCEPCION;TALCAHUANO;C.E.I.A. NAHUELQUIN;HC - NOCTURNO;SUBVENC;33;420.35;611.0;282.0;33;426.33;669;237;33;414.36;568;259;17;427.29;600;286;21;383.33;549;230;42;434.26;743;289;42;437.24;847;289;18241
512;8;CONCEPCION;TALCAHUANO;LICEO TECNICO PROFESIONAL ESPIRITU SANTO;HC - NOCTURNO;SUBVENC;57;448.71;576.5;254.0;57;448.88;613;274;57;448.54;597;234;29;476.03;633;307;40;403.93;534;261;66;464.20;759;323;66;486.7;850;323;17931
513;8;CONCEPCION;TOME;ESCUELA DE ADULTOS;HC - NOCTURNO;MUNICIPAL;7;348.79;470.5;246.5;7;362.43;503;231;7;335.14;488;219;7;405.29;539;307;3;323.00;351;309;8;516.38;650;390;8;532.63;708;390;4830
514;8;ARAUCO;LEBU;ESCUELA ALAMIRO GALLEGOS M. G-794 (CDP);HC - NOCTURNO;MUNICIPAL;9;375.33;450.5;288.0;9;357.22;444;257;9;393.44;471;259;8;392.50;570;214;;;;;9;527.44;713;368;9;531.89;743;368;5023
515;8;ARAUCO;LEBU;LICEO ISIDORA RAMOS DE GAJARDO;HC - NOCTURNO;MUNICIPAL;16;396.72;530.5;305.0;16;384.31;565;242;16;409.13;496;330;7;459.86;549;286;9;377.44;450;230;18;485.94;654;380;18;534;850;380;5024
516;8;ARAUCO;ARAUCO;CENTRO ED. INT. DE ADULTOS PAUL HARRIS;HC - NOCTURNO;MUNICIPAL;31;391.05;650.5;226.0;31;391.26;653;226;31;390.84;648;226;18;416.94;530;231;22;416.91;657;224;55;524.00;753;345;55;560.47;850;345;18009
517;8;ARAUCO;ARAUCO;ESCUELA LIBERTADOR GENERAL F-725;HC - NOCTURNO;MUNICIPAL;3;313.17;356.5;250.0;3;362.67;407;274;3;263.67;306;226;3;447.00;514;387;;;;;4;474.50;572;365;4;474.5;572;365;5047
518;8;ARAUCO;CAÑETE;CECAP QUIMAHUE LTDA.;HC - NOCTURNO;SUBVENC;35;392.51;484.0;269.5;35;399.06;543;274;35;385.97;488;226;25;436.48;549;264;17;390.18;481;224;49;558.12;759;396;49;590.29;850;396;17810
519;8;ARAUCO;CURANILAHUE;CENTRO DE EDUCACION DE ADULTOS;HC - NOCTURNO;MUNICIPAL;27;395.85;524.0;299.5;27;391.81;520;289;27;399.89;540;282;19;408.26;545;326;16;400.19;472;285;40;573.70;824;299;40;598.38;850;299;17881
520;8;ARAUCO;LOS ALAMOS;LICEO POLITECNICO CAUPOLICAN B-55;HC - NOCTURNO;MUNICIPAL;12;342.21;419.5;262.0;12;360.58;484;231;12;323.83;450;219;8;430.88;565;343;6;331.17;407;261;17;524.65;705;396;17;539.18;793;396;5105
521;9;MALLECO;ANGOL;CENTRO EDUC.INT. ADULTOS ANTONIO ACEVEDO H.;HC - NOCTURNO;MUNICIPAL;21;379.86;582.5;286.0;21;382.33;594;215;21;377.38;571;226;15;434.53;591;307;8;362.25;497;224;31;481.81;729;337;31;497.52;823;337;19993
522;9;MALLECO;COLLIPULLI;COMPLEJO EDUCACIONAL COLLIPULLI;HC - NOCTURNO;MUNICIPAL;6;432.00;554.5;310.5;6;460.50;549;362;6;403.50;560;259;4;451.00;565;243;4;388.75;567;230;9;510.78;683;406;9;556.33;850;406;5282
523;9;MALLECO;COLLIPULLI;ESCUELA MININCO;HC - NOCTURNO;MUNICIPAL;9;412.94;508.5;334.0;9;416.78;537;289;9;409.11;496;306;7;444.29;503;359;;;;;13;602.00;731;404;13;706.15;850;404;5289
524;9;MALLECO;PUREN;LICEO MARIA AURORA GUIÑEZ RAMIREZ;HC - NOCTURNO;MUNICIPAL;7;387.57;480.5;325.5;7;378.29;471;226;7;396.86;509;306;4;409.50;485;326;6;345.00;422;230;12;447.50;531;374;12;476.17;658;374;5507
525;9;MALLECO;TRAIGUEN;COMPLEJO EDUCACIONAL LUIS DURAND DURAND;HC - NOCTURNO;MUNICIPAL;9;368.94;438.5;217.0;9;360.00;514;231;9;377.89;488;203;4;400.75;514;326;6;371.33;472;235;12;517.25;614;410;12;555.25;762;410;5439
526;9;MALLECO;TRAIGUEN;ESCUELA MUN. F-137 PROF. JUAN DE LA CRUZ M. M.;HC - NOCTURNO;MUNICIPAL;8;364.56;395.0;317.5;8;331.88;422;220;8;397.25;450;330;7;353.14;471;231;7;385.00;490;309;9;601.78;802;418;9;633.22;850;418;5444
527;9;MALLECO;TRAIGUEN;C.E.I.A. PAULO FREIRE;HC - NOCTURNO;SUBVENC;8;361.19;486.5;302.5;8;354.88;464;215;8;367.50;509;234;6;395.67;514;326;6;349.50;472;230;11;627.82;778;434;11;667.27;850;434;20110
528;9;MALLECO;TRAIGUEN;ESCUELA PARTICULAR N°57 GABRIELA MISTRAL;HC - NOCTURNO;SUBVENC;4;363.13;443.5;310.5;4;376.75;407;340;4;349.50;480;259;4;410.75;503;343;;;;;12;561.75;786;420;12;580.42;850;420;5499
529;9;MALLECO;VICTORIA;ESCUELA CLAUDIO MATTE;HC - NOCTURNO;MUNICIPAL;8;376.94;472.0;270.0;8;350.25;464;210;8;403.63;480;306;7;387.43;583;264;4;368.25;450;235;8;501.13;658;347;8;515.63;716;347;5403
530;9;MALLECO;VICTORIA;LICEO JORGE ALESSANDRI RODRIGUEZ;HC - NOCTURNO;MUNICIPAL;18;384.78;480.0;231.0;18;385.22;537;257;18;384.33;496;188;13;429.62;558;264;9;381.78;462;285;25;482.88;735;345;25;502.72;850;345;5394
531;9;MALLECO;VICTORIA;COLEGIO INGLES BRITISH ROYAL SCHOOL VICTORIA;HC - NOCTURNO;SUBVENC;96;397.38;536.5;231.5;96;391.03;576;226;96;403.73;553;211;57;410.37;591;286;56;397.93;567;219;117;474.03;656;289;117;502.23;828;289;20211
532;9;MALLECO;VICTORIA;COLEGIO REINO DE SUECIA;HC - NOCTURNO;SUBVENC;12;350.88;444.5;238.0;12;361.75;464;257;12;340.00;425;219;7;424.29;539;307;8;371.38;437;309;22;479.09;711;331;22;512.77;850;331;20162
533;9;CAUTIN;TEMUCO;CENTRO DE EDUC. INTEG. DE ADULT. SELVA SAAVEDRA;HC - NOCTURNO;MUNICIPAL;37;405.01;534.0;282.0;37;430.30;618;305;37;379.73;526;226;21;455.48;600;264;25;390.68;504;261;55;470.60;747;275;55;510.38;850;275;5620
534;9;CAUTIN;TEMUCO;ESCUELA MUNICIPAL MANUEL ROJAS E-531;HC - NOCTURNO;MUNICIPAL;14;362.14;516.0;285.5;14;356.43;582;242;14;367.86;471;226;13;416.31;703;307;10;341.60;524;214;17;516.94;600;390;17;585.47;741;390;5600
535;9;CAUTIN;TEMUCO;COLEGIO DE ADULTOS HORIZONTE;HC - NOCTURNO;PAGADO;20;462.25;587.5;290.5;20;458.40;571;340;20;466.10;604;203;12;469.75;549;343;15;442.53;584;214;21;530.14;681;422;21;534;712;422;20231
536;9;CAUTIN;TEMUCO;C.E.I.A. MIGUEL DE CERVANTES  (EX.FORCSA);HC - NOCTURNO;SUBVENC;82;432.54;548.0;288.0;82;443.55;618;257;82;421.54;574;219;42;456.05;616;264;56;416.93;587;261;98;469.48;632;319;98;482.26;726;319;20063
537;9;CAUTIN;TEMUCO;CENTRO DE ESTUDIOS DE LAS COMUNICACIONES P/E TRAB.;HC - NOCTURNO;SUBVENC;4;433.63;505.5;362.5;4;435.50;537;362;4;431.75;540;353;1;359.00;359;359;4;390.50;517;208;7;554.00;749;414;7;585.86;850;414;20047
538;9;CAUTIN;TEMUCO;CENTRO DE ESTUDIOS Y CAPACITACION LIMITADA;HC - NOCTURNO;SUBVENC;9;353.06;472.5;269.5;9;329.33;464;257;9;376.78;515;282;8;352.38;430;264;8;362.13;534;261;13;569.23;703;440;13;578.38;734;440;20066
539;9;CAUTIN;TEMUCO;CENTRO EDUC. ADULTO TECNICO PROF. EL SEMBRADOR;HC - NOCTURNO;SUBVENC;34;408.00;551.0;290.0;34;424.47;565;274;34;391.53;571;234;21;421.00;545;243;21;360.48;529;235;58;484.29;656;303;58;517;787;303;20044
540;9;CAUTIN;TEMUCO;CENTRO EDUCACION ADULTOS PAULO FREIRE;HC - NOCTURNO;SUBVENC;35;391.27;564.5;226.0;35;391.97;633;226;35;390.57;509;226;21;454.14;641;286;20;418.05;529;224;48;515.71;765;295;48;528.65;830;295;20012
541;9;CAUTIN;TEMUCO;CENTRO EDUCACIONAL INTEGRADO ADULTO FUTURO;HC - NOCTURNO;SUBVENC;9;389.11;529.5;262.0;9;401.33;571;242;9;376.89;488;282;7;381.43;558;243;5;374.40;450;328;12;503.92;673;382;12;631.5;850;382;20078
542;9;CAUTIN;TEMUCO;COLEGIO DE ADULTOS AGUILA REAL;HC - NOCTURNO;SUBVENC;22;425.64;601.5;309.5;22;452.32;639;289;22;398.95;564;306;16;452.00;539;359;9;417.22;545;230;28;508.18;737;333;28;536.21;850;333;40112
543;9;CAUTIN;TEMUCO;COLEGIO DE ADULTOS HACIA UN NUEVO HORIZONTE;HC - NOCTURNO;SUBVENC;41;434.16;568.0;313.5;41;442.59;633;274;41;425.73;540;259;24;467.33;655;343;27;380.67;529;198;53;456.30;737;351;53;464.98;850;351;20270
544;9;CAUTIN;TEMUCO;COLEGIO DE ADULTOS INAPEWMA;HC - NOCTURNO;SUBVENC;5;343.50;413.0;305.0;5;316.80;452;257;5;370.20;409;306;5;314.60;430;264;;;;;9;582.78;646;458;9;636.67;732;458;20232
545;9;CAUTIN;TEMUCO;COLEGIO DE ADULTOS SOL DE AMERICA;HC - NOCTURNO;SUBVENC;9;373.50;513.0;258.0;9;409.11;565;257;9;337.89;461;219;6;471.00;587;359;4;428.25;462;351;20;573.00;753;372;20;632.65;850;372;20131
546;9;CAUTIN;TEMUCO;COLEGIO DE EDUC. DE ADULTOS ANDES;HC - NOCTURNO;SUBVENC;41;413.34;616.5;317.5;41;434.07;606;242;41;392.61;627;219;22;481.50;607;307;23;406.74;663;230;48;522.06;763;315;48;533.02;820;315;20214
547;9;CAUTIN;TEMUCO;COLEGIO DE EDUCACION DE ADULTOS CORDILLERA;HC - NOCTURNO;SUBVENC;16;382.81;484.5;256.5;16;385.44;531;231;16;380.19;480;234;12;385.25;471;237;9;359.56;437;261;29;506.48;717;357;29;512.17;759;357;20261
548;9;CAUTIN;TEMUCO;COLEGIO LATINOAMERICANO;HC - NOCTURNO;SUBVENC;3;389.67;470.5;290.0;3;392.00;464;274;3;387.33;503;306;1;399.00;399;399;2;452.00;497;407;4;484.75;572;392;4;553.75;730;392;11465
549;9;CAUTIN;TEMUCO;COLEGIO LOS ROBLES;HC - NOCTURNO;SUBVENC;2;414.50;438.5;390.5;2;394.00;416;372;2;435.00;461;409;2;510.00;549;471;2;420.50;490;351;3;547.33;608;432;3;557.67;624;432;20265
550;9;CAUTIN;TEMUCO;ESCUELA PARTICULAR N° 15 AMI;HC - NOCTURNO;SUBVENC;3;425.67;481.0;339.0;3;457.67;537;372;3;393.67;450;306;2;489.00;514;464;1;392.00;392;392;4;496.75;553;414;4;502.5;570;414;19923
551;9;CAUTIN;TEMUCO;ESCUELA PARTICULAR N° 318 WENCESLAO VALDIVIA;HC - NOCTURNO;SUBVENC;5;435.30;493.5;379.0;5;459.00;503;372;5;411.60;503;306;4;442.25;519;387;3;431.33;450;422;5;514.20;592;464;5;533;649;464;5684
552;9;CAUTIN;TEMUCO;ESCUELA PARTICULAR SUBVENCIONADA N° 449 LOS REYES;HC - NOCTURNO;SUBVENC;1;428.00;428.0;428.0;1;526.00;526;526;1;330.00;330;330;;;;;1;261.00;261;261;6;522.83;699;370;6;603.33;850;370;5700
553;9;CAUTIN;TEMUCO;LICEO DE ADULTOS CAUTIN;HC - NOCTURNO;SUBVENC;132;440.34;648.5;245.0;132;453.67;646;231;132;427.02;651;234;86;443.71;612;243;76;420.66;690;224;158;474.51;749;228;158;486.82;842;228;20176
554;9;CAUTIN;TEMUCO;LICEO PARTICULAR SUBVENCIONADO AMERICO VESPUCIO;HC - NOCTURNO;SUBVENC;10;399.80;477.5;324.0;10;386.00;459;237;10;413.60;496;330;6;440.33;562;264;8;335.00;407;261;12;471.75;555;396;12;492.33;643;396;20114
555;9;CAUTIN;CARAHUE;COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON C-18;HC - NOCTURNO;MUNICIPAL;11;406.36;511.5;234.0;11;440.82;531;257;11;371.91;520;211;10;477.60;612;399;4;444.00;529;328;13;483.00;671;382;13;495.69;734;382;6497
556;9;CAUTIN;CUNCO;CENTRO EDUCACION INTEGRADA ADULTOS ACROPOLIS;HC - NOCTURNO;SUBVENC;5;364.40;434.5;320.0;5;357.80;422;257;5;371.00;480;259;3;376.33;399;343;4;407.25;472;375;8;620.00;767;475;8;734.75;850;477;20073
557;9;CAUTIN;CURARREHUE;COMPLEJO ED. MONSEÑOR FCO. VALDES SUBERCASEAUX;HC - NOCTURNO;MUNICIPAL;6;397.00;473.5;292.0;6;387.83;508;210;6;406.17;515;306;6;503.33;583;457;4;407.25;481;351;7;525.29;642;454;7;536.14;679;454;6027
558;9;CAUTIN;FREIRE;COMPLEJO EDUC.MUNICIPAL JUAN SCHLEYER (EX.C-31);HC - NOCTURNO;MUNICIPAL;8;468.56;531.5;406.0;8;488.25;549;422;8;448.88;526;374;3;506.00;591;430;6;423.33;563;235;8;540.75;794;355;8;569;850;355;6163
559;9;CAUTIN;GORBEA;COMPLEJO EDUC. ANDRES ANTONIO GORBEA (EX.B-34);HC - NOCTURNO;MUNICIPAL;4;410.63;485.0;345.5;4;419.00;477;317;4;402.25;526;259;4;437.00;471;410;3;446.00;481;407;7;416.43;541;325;7;427.43;618;325;6269
560;9;CAUTIN;LAUTARO;ESCUELA N°6  D-311;HC - NOCTURNO;MUNICIPAL;8;433.13;473.5;329.5;8;439.00;508;329;8;427.25;509;330;5;433.20;491;387;3;393.67;450;309;12;559.67;784;319;12;603.58;850;319;5824
561;9;CAUTIN;LAUTARO;COLEGIO ANTUMALAL;HC - NOCTURNO;SUBVENC;4;372.50;430.0;324.0;4;383.75;422;352;4;361.25;438;259;2;447.50;485;410;2;394.00;437;351;12;561.08;658;444;12;601.75;763;444;19922
562;9;CAUTIN;LAUTARO;COLEGIO DE ED. DE ADULTOS NAHUEL;HC - NOCTURNO;SUBVENC;4;407.88;470.5;364.0;4;435.00;491;389;4;380.75;450;306;4;439.25;497;359;1;375.00;375;375;7;601.00;747;483;7;659.71;850;483;20196
563;9;CAUTIN;LONCOCHE;LICEO BICENTENARIO PADRE ALBERTO HURTADO C.;HC - NOCTURNO;MUNICIPAL;11;403.23;492.5;305.0;11;390.45;477;257;11;416.00;526;330;2;470.00;553;387;9;437.56;504;351;13;470.00;662;353;13;508.46;850;353;6302
564;9;CAUTIN;NUEVA IMPERIAL;LICEO JAMES MUNDELL;HC - NOCTURNO;MUNICIPAL;8;338.81;436.0;251.0;8;333.38;422;220;8;344.25;450;282;1;464.00;464;464;7;295.57;422;230;3;513.67;610;460;3;527;650;460;6586
565;9;CAUTIN;NUEVA IMPERIAL;LICEO LUIS GONZALEZ VASQUEZ;HC - NOCTURNO;MUNICIPAL;6;394.17;434.5;317.5;6;383.33;514;242;6;405.00;425;353;5;436.80;549;286;2;328.00;437;219;3;561.33;634;434;3;639.67;759;434;6585
566;9;CAUTIN;NUEVA IMPERIAL;CENTRO DE EDUCACION DE ADULTOS LEFXARV;HC - NOCTURNO;SUBVENC;12;359.46;485.0;234.0;12;364.25;520;215;12;354.67;488;226;7;362.71;514;231;9;353.33;539;224;24;468.88;685;341;24;493.71;850;341;20043
567;9;CAUTIN;NUEVA IMPERIAL;COLEGIO DE ADULTOS WALMAPU;HC - NOCTURNO;SUBVENC;4;376.13;427.0;311.5;4;408.25;430;389;4;344.00;438;234;1;399.00;399;399;4;346.75;375;309;4;509.50;685;396;4;539.75;806;396;20251
568;9;CAUTIN;NUEVA IMPERIAL;COLEGIO DE ED. DE ADULTOS NAHUEL;HC - NOCTURNO;SUBVENC;4;375.13;403.5;317.5;4;384.75;438;305;4;365.50;409;330;3;405.00;457;359;4;348.50;407;261;8;508.88;695;410;8;545.63;843;410;20208
569;9;CAUTIN;PADRE LAS CASAS;CENTRO DE EDUCACION DE ADULTOS ALERTA;HC - NOCTURNO;SUBVENC;24;390.69;512.0;308.0;24;392.54;537;242;24;388.83;540;306;14;416.43;562;264;12;358.58;490;235;51;584.78;788;349;51;675.8;850;349;20001
570;9;CAUTIN;PADRE LAS CASAS;ESCUELA PARTICULAR DE ADULTOS GETSEMANY;HC - NOCTURNO;SUBVENC;3;341.17;347.5;335.0;3;352.67;389;317;3;329.67;353;306;2;343.00;343;343;;;;;3;738.00;774;703;3;839.67;850;819;20070
571;9;CAUTIN;PADRE LAS CASAS;LICEO DE ADULTOS HOREB;HC - NOCTURNO;SUBVENC;3;419.33;463.0;382.5;3;406.00;430;372;3;432.67;496;393;2;442.00;485;399;1;375.00;375;375;3;651.67;735;606;3;710;830;644;20151
572;9;CAUTIN;PERQUENCO;LICEO MUNICIPAL ISABEL POBLETE V C-45;HC - NOCTURNO;MUNICIPAL;9;384.06;433.5;307.5;9;411.44;514;317;9;356.67;450;226;9;378.56;620;237;2;297.00;309;285;14;571.43;776;430;14;613.36;850;430;5879
573;9;CAUTIN;PITRUFQUEN;COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL;HC - NOCTURNO;SUBVENC;10;394.65;469.5;307.5;10;404.50;514;289;10;384.80;488;226;7;410.14;535;237;7;381.00;481;309;13;512.92;743;400;13;529.92;850;400;6253
574;9;CAUTIN;PUCON;LICEO PABLO VI;HC - NOCTURNO;SUBVENC;13;417.73;492.0;363.0;13;415.69;496;352;13;419.77;536;306;10;453.60;535;359;2;395.00;481;309;16;535.38;802;404;16;546.69;850;404;6070
575;9;CAUTIN;PUCON;LICEO TECNOLOGICO MONTEMARIA;HC - NOCTURNO;SUBVENC;10;381.20;447.0;293.5;10;370.10;444;257;10;392.30;496;226;8;406.50;574;264;2;360.00;392;328;17;521.76;725;343;17;531.06;780;343;20139
576;9;CAUTIN;SAAVEDRA;LICEO TECNICO PROF. LA SIERRA;HC - NOCTURNO;SUBVENC;1;349.50;349.5;349.5;1;274.00;274;274;1;425.00;425;425;1;343.00;343;343;;;;;1;555.00;555;555;1;565;565;565;6465
577;9;CAUTIN;TOLTEN;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT PALMA;HC - NOCTURNO;MUNICIPAL;3;388.00;422.0;335.0;3;454.00;514;340;3;322.00;330;306;2;455.50;471;440;1;450.00;450;450;4;624.25;733;475;4;657;790;475;6348
578;9;CAUTIN;VILCUN;CENTRO DE EDUCACION DE ADULTOS VILCUN;HC - NOCTURNO;SUBVENC;5;416.70;545.5;300.0;5;467.40;571;381;5;366.00;520;219;5;538.80;587;514;2;334.00;407;261;10;584.90;715;450;10;620.7;821;450;20089
579;9;CAUTIN;VILLARRICA;COLEGIO CAMILO HENRIQUEZ (CAHE);HC - NOCTURNO;SUBVENC;13;420.50;510.0;294.0;13;418.69;549;305;13;422.31;496;259;9;451.44;549;343;4;397.00;472;328;13;475.54;630;313;13;505.62;764;313;19921
580;9;CAUTIN;VILLARRICA;ESCUELA INDUSTRIAL SAN JOSE;HC - NOCTURNO;SUBVENC;30;393.58;508.5;257.5;30;413.97;560;226;30;373.20;480;211;23;435.57;539;307;10;335.00;472;224;40;466.15;703;317;40;478.78;815;317;6113
581;9;CAUTIN;VILLARRICA;ESCUELA PARTICULAR Nº221 PEDRO AGUIRRE CERDA;HC - NOCTURNO;SUBVENC;1;351.00;351.0;351.0;1;372.00;372;372;1;330.00;330;330;1;410.00;410;410;;;;;6;561.50;648;473;6;571.83;670;473;6124
582;14;VALDIVIA;VALDIVIA;CEIA COMUNIDAD COLLICO;HC - NOCTURNO;MUNICIPAL;5;429.20;592.5;317.5;5;437.00;625;305;5;421.40;560;330;5;462.20;579;343;1;422.00;422;422;7;468.00;555;333;7;471.14;572;333;22517
583;14;VALDIVIA;VALDIVIA;CENTRO DE EDUC. INTEGRADA ADULTOS LUIS MOLL B.;HC - NOCTURNO;MUNICIPAL;41;422.13;641.0;218.0;41;438.54;725;210;41;405.73;557;196;29;462.90;616;286;17;365.94;517;224;70;489.84;723;315;70;505.34;850;315;6787
584;14;VALDIVIA;VALDIVIA;COLEGIO MARCELA PAZ;HC - NOCTURNO;MUNICIPAL;5;353.70;442.0;266.5;5;300.00;381;226;5;407.40;503;259;5;302.20;374;237;;;;;7;564.86;693;394;7;693;850;394;6779
585;14;VALDIVIA;VALDIVIA;CENTRO DE EDUC. DE ADULTOS SANDROCK;HC - NOCTURNO;SUBVENC;56;419.79;611.0;285.5;56;430.07;669;274;56;409.50;560;211;38;439.34;696;286;21;410.24;580;309;74;446.30;683;307;74;466.88;819;307;22388
586;14;VALDIVIA;VALDIVIA;CENTRO DE EDUCACION  DE ADULTOS ANDRES BELLO;HC - NOCTURNO;SUBVENC;28;442.25;594.5;302.0;28;451.50;625;274;28;433.00;607;306;23;456.30;655;264;13;418.77;534;261;31;461.97;602;309;31;560.32;850;309;22188
587;14;VALDIVIA;VALDIVIA;CENTRO EDUCACIONAL SAN NICOLAS;HC - NOCTURNO;SUBVENC;3;426.83;530.5;343.0;3;389.67;565;215;3;464.00;496;425;2;484.50;595;374;1;351.00;351;351;5;503.20;658;394;5;515;705;394;22496
588;14;VALDIVIA;VALDIVIA;COLEGIO HELVECIA;HC - NOCTURNO;SUBVENC;15;384.67;524.0;286.5;15;383.93;508;237;15;385.40;540;211;6;456.83;545;307;7;385.86;481;285;19;551.74;713;394;19;590.32;837;394;12185
589;14;VALDIVIA;VALDIVIA;INSTITUTO TECNOLOGICO DEL SUR;HC - NOCTURNO;SUBVENC;36;372.68;526.5;278.0;36;357.25;565;215;36;388.11;515;259;26;366.35;558;220;30;344.17;481;230;47;582.66;745;370;47;673.15;850;370;22374
