"REGION","PROV","COMUNA","UNIDAD_EDUCATIVA","RAMA_EDUCACIONAL","DEP","L_M_N","L_M_PROMEDIO","L_M_MAXIMO","L_M_MINIMO","L_N","L_PROMEDIO","L_MAXIMO","L_MINIMO","M_N","M_PROMEDIO","M_MAXIMO","M_MINIMO","H_CS_N","H_CS_PROMEDIO","H_CS_MAXIMO","H_CS_MINIMO","C_N","C_PROMEDIO","C_MAXIMO","C_MINIMO","NOTAS_N","NOTAS_PROMEDIO","NOTAS_MAXIMO","NOTAS_MINIMO","RANK_N","RANK_PROMEDIO","RANK_MAXIMO","RANK_MINIMO","RBD"
9,"CAUTIN","TEMUCO","LICEO JAN COMENIUS","HC - DIURNO","SUBVENC",127,"528.91","743.5","377.5",127,"521.68",762,289,127,"536.14",834,306,57,"511.49",664,286,82,"558.12",840,285,130,"511.19",768,371,130,"534.71",850,371,20159
9,"CAUTIN","TEMUCO","LICEO PARTICULAR ESPAÑA","HC - DIURNO","SUBVENC",62,"444.98","589.0","295.0",62,"450.35",594,237,62,"439.60",607,282,39,"476.64",669,343,39,"422.92",605,224,67,"461.00",667,346,67,"474.36",785,346,5662
9,"CAUTIN","TEMUCO","LICEO PARTICULAR MONTESSORI","HC - DIURNO","SUBVENC",63,"593.49","735.0","451.0",63,"585.43",762,389,63,"601.56",817,425,24,"597.83",780,420,43,"615.33",759,437,63,"585.95",781,443,63,"595.86",823,443,5659
9,"CAUTIN","TEMUCO","SAINT PATRICK SCHOOL","HC - DIURNO","SUBVENC",22,"573.00","682.5","499.5",22,"594.09",736,496,22,"551.91",640,450,9,"621.67",794,430,16,"557.81",663,490,22,"592.27",742,505,22,"623.14",850,505,20181
9,"CAUTIN","CARAHUE","COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON C-18","HC - DIURNO","MUNICIPAL",122,"475.80","615.5","294.0",122,"471.77",661,242,122,"479.84",651,259,104,"489.66",703,307,100,"453.30",613,235,125,"556.57",820,363,125,"569.25",850,363,6497
9,"CAUTIN","CARAHUE","LICEO MUNICIPAL TROVOLHUE","HC - DIURNO","MUNICIPAL",22,"401.48","555.5","269.5",22,"391.77",543,257,22,"411.18",589,259,7,"367.57",503,243,22,"399.14",529,235,23,"516.17",740,379,23,"545.43",850,379,20248
9,"CAUTIN","CUNCO","LICEO MUNICIPAL ATENEA CUNCO C-32","HC - DIURNO","MUNICIPAL",85,"458.46","717.0","259.5",85,"440.59",653,237,85,"476.33",801,234,57,"461.09",669,307,69,"462.17",751,285,87,"546.90",779,369,87,"564.55",850,369,5957
9,"CAUTIN","CUNCO","COMPLEJO EDUCACIONAL JUAN BOSCO","HC - DIURNO","SUBVENC",21,"485.98","625.5","333.5",21,"483.86",669,274,21,"488.10",604,330,9,"531.33",595,479,19,"475.11",553,328,21,"592.81",742,459,21,"609.95",798,459,5992
9,"CAUTIN","FREIRE","COMPLEJO EDUC. MUNICIPAL JUAN SCHLEYER (EX.C-31)","HC - DIURNO","MUNICIPAL",21,"429.81","493.5","313.5",21,"414.10",526,274,21,"445.52",557,353,10,"470.40",579,399,14,"420.71",497,328,21,"588.90",764,410,21,"638.9",850,410,6163
9,"CAUTIN","GALVARINO","LICEO MUNICIPAL GREGORIO URRUTIA","HC - DIURNO","MUNICIPAL",33,"452.70","652.0","323.5",33,"436.39",653,317,33,"469.00",651,282,23,"457.26",570,359,26,"451.31",571,328,35,"569.57",777,429,35,"610.71",850,429,6708
9,"CAUTIN","GORBEA","COMPLEJO EDUC. ANDRES ANTONIO GORBEA (EX.B-34)","HC - DIURNO","MUNICIPAL",10,"425.25","498.5","351.0",10,"435.60",514,362,10,"414.90",526,282,8,"414.00",508,374,2,"358.00",407,309,10,"456.00",507,387,10,"461.2",533,387,6269
9,"CAUTIN","LAUTARO","LICEO H. C. JORGE TEILLIER SANDOVAL","HC - DIURNO","MUNICIPAL",157,"465.93","676.0","299.5",157,"457.78",661,257,157,"474.08",706,282,108,"457.07",691,286,107,"438.61",660,235,165,"548.36",766,373,165,"563.05",842,373,5823
9,"CAUTIN","LONCOCHE","LICEO BICENTENARIO PADRE ALBERTO HURTADO C.","HC - DIURNO","MUNICIPAL",116,"492.46","661.0","340.0",116,"482.83",705,242,116,"502.09",668,259,64,"457.78",603,264,75,"483.29",640,235,122,"534.93",785,365,122,"554.39",850,365,6302
9,"CAUTIN","MELIPEUCO","LICEO LOS ANDES  C-49","HC - DIURNO","MUNICIPAL",16,"389.16","520.5","257.5",16,"381.25",484,289,16,"397.06",564,226,6,"435.33",508,359,12,"420.67",529,309,23,"512.87",614,425,23,"539.91",722,425,6007
9,"CAUTIN","NUEVA IMPERIAL","LICEO LUIS GONZALEZ VASQUEZ","HC - DIURNO","MUNICIPAL",49,"454.14","620.5","311.0",49,"449.47",705,237,49,"458.82",624,234,24,"458.63",751,286,28,"458.82",613,261,53,"515.40",748,354,53,"534.58",850,354,6585
9,"CAUTIN","NUEVA IMPERIAL","COLEGIO SAN FRANCISCO DE ASIS DE CHOL-CHOL","HC - DIURNO","SUBVENC",13,"482.08","615.0","361.0",13,"482.77",613,329,13,"481.38",617,393,9,"485.78",579,307,12,"444.42",563,351,14,"599.57",744,443,14,"674.21",850,443,6649
9,"CAUTIN","NUEVA IMPERIAL","COLEGIO SAN FRANCISCO DE ASIS DE NVA.IMPERIAL","HC - DIURNO","SUBVENC",68,"512.51","681.5","347.5",68,"508.97",736,340,68,"516.04",671,306,45,"480.24",766,343,62,"500.35",672,261,69,"525.91",698,387,69,"535.01",764,387,6644
9,"CAUTIN","PADRE LAS CASAS","COLEGIO ÑIELOL CHE KIMUN","HC - DIURNO","SUBVENC",11,"397.32","481.0","274.0",11,"381.00",491,289,11,"413.64",545,259,12,"422.58",579,243,3,"448.00",545,309,15,"499.13",686,365,15,"537.33",840,365,5720
9,"CAUTIN","PADRE LAS CASAS","COMPLEJO EDUCACIONAL MAQUEHUE","HC - DIURNO","SUBVENC",6,"390.58","441.0","309.5",6,"365.00",444,289,6,"416.17",461,330,6,"414.83",503,307,6,"439.00",510,328,7,"512.43",631,348,7,"562.29",774,348,20193
9,"CAUTIN","PADRE LAS CASAS","LICEO N° 530 DAVID RIADI MATUS","HC - DIURNO","SUBVENC",1,"309.50","309.5","309.5",1,"289.00",289,289,1,"330.00",330,330,1,"326.00",326,326,NA,"",NA,NA,5,"464.20",639,354,5,"494.8",792,354,5806
9,"CAUTIN","PADRE LAS CASAS","LICEO SAN SEBASTIAN","HC - DIURNO","SUBVENC",18,"404.94","574.5","274.0",18,"404.06",613,289,18,"405.83",568,259,13,"392.08",535,264,16,"375.81",587,230,30,"521.63",750,340,30,"544.83",850,340,20184
9,"CAUTIN","PERQUENCO","LICEO MUNICIPAL ISABEL POBLETE V C-45","HC - DIURNO","MUNICIPAL",20,"449.93","595.5","283.5",20,"433.80",646,237,20,"466.05",604,282,13,"456.69",696,359,8,"489.00",587,375,25,"561.12",744,385,25,"622.48",850,385,5879
9,"CAUTIN","PITRUFQUEN","LICEO DE CIENCIAS Y HUMANIDADES","HC - DIURNO","MUNICIPAL",108,"468.72","677.0","259.5",108,"468.36",762,237,108,"469.08",741,259,59,"477.78",780,307,81,"454.91",703,261,110,"551.18",779,373,110,"563.58",850,373,6223
9,"CAUTIN","PITRUFQUEN","COLEGIO LEONARDO DA VINCI SCHOOL","HC - DIURNO","SUBVENC",15,"587.20","751.0","501.0",15,"577.53",695,464,15,"596.87",817,488,13,"569.46",674,449,14,"579.57",737,481,15,"569.20",736,416,15,"583.87",801,416,20090
9,"CAUTIN","PITRUFQUEN","COMPLEJO EDUCACIONAL MONSEÑOR GUILLERMO HARTL","HC - DIURNO","SUBVENC",83,"496.52","771.5","324.0",83,"494.54",775,274,83,"498.49",768,374,45,"516.44",680,359,62,"493.19",693,309,83,"586.47",758,420,83,"612.41",850,420,6253
9,"CAUTIN","PITRUFQUEN","ESCUELA PART. N° 15 ADVENTISTA","HC - DIURNO","SUBVENC",35,"534.67","663.0","402.5",35,"535.91",685,381,35,"533.43",713,353,11,"506.27",633,387,31,"508.10",693,328,35,"621.06",783,478,35,"631.26",811,478,19968
9,"CAUTIN","PITRUFQUEN","LICEO PARTICULAR QUINQUE","HC - DIURNO","SUBVENC",9,"417.61","575.5","327.0",9,"399.33",606,257,9,"435.89",545,282,4,"402.50",574,237,6,"430.67",517,351,11,"484.45",742,363,11,"521.73",850,363,6267
9,"CAUTIN","PUCON","COLEGIO LIAHONA","HC - DIURNO","SUBVENC",35,"501.53","654.5","361.0",35,"501.60",695,317,35,"501.46",637,306,17,"517.29",633,374,22,"501.64",644,351,33,"518.76",678,416,33,"534.79",787,416,20167
9,"CAUTIN","PUCON","COLEGIO PUCON","HC - DIURNO","SUBVENC",12,"600.75","725.0","503.0",12,"594.00",749,491,12,"607.50",727,515,5,"652.60",751,514,9,"596.44",653,524,12,"588.25",766,492,12,"603.17",850,492,20153
9,"CAUTIN","PUCON","COLEGIO RAITRAI DE PUCON","HC - DIURNO","SUBVENC",17,"527.32","679.0","380.5",17,"520.88",749,352,17,"533.76",681,409,17,"517.00",616,286,15,"501.60",609,261,17,"552.00",760,371,17,"573.24",841,371,20209
9,"CAUTIN","PUCON","LICEO PABLO VI","HC - DIURNO","SUBVENC",37,"424.07","596.5","269.5",37,"420.46",594,257,37,"427.68",617,234,18,"432.17",607,264,20,"420.55",553,309,43,"514.23",744,369,43,"546.33",850,369,6070
9,"CAUTIN","SAAVEDRA","LICEO REINO DE SUECIA","HC - DIURNO","MUNICIPAL",6,"431.92","577.0","311.5",6,"427.17",594,317,6,"436.67",560,306,1,"591.00",591,591,6,"430.00",504,328,8,"541.25",688,387,8,"587.75",850,387,6452
9,"CAUTIN","SAAVEDRA","LICEO COEDUCACIONAL INTERCULTURAL PABLO NERUDA","HC - DIURNO","SUBVENC",11,"372.59","465.0","278.0",11,"365.45",459,237,11,"379.73",488,226,9,"400.00",491,286,11,"366.36",472,235,11,"540.36",661,455,11,"597.09",841,455,20183
9,"CAUTIN","TOLTEN","COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT PALMA","HC - DIURNO","MUNICIPAL",25,"422.08","568.5","258.0",25,"428.20",601,257,25,"415.96",536,259,12,"430.92",574,237,20,"417.25",529,230,30,"503.93",645,402,30,"506.07",663,402,6348
9,"CAUTIN","VILCUN","COLEGIO AMERICA","HC - DIURNO","MUNICIPAL",23,"516.93","669.5","395.5",23,"537.65",725,398,23,"496.22",644,353,19,"574.63",766,430,18,"487.56",647,375,26,"506.77",715,408,26,"518.5",819,408,5897
9,"CAUTIN","VILCUN","CAMBRIDGE COLLEGE PRIMAVERA","HC - DIURNO","SUBVENC",27,"514.06","644.5","395.5",27,"512.52",695,398,27,"515.59",627,393,18,"496.28",591,399,22,"493.64",650,235,27,"528.85",764,383,27,"544.85",850,383,20074
9,"CAUTIN","VILCUN","COMPLEJO EDUCACIONAL PADRE NICOLAS","HC - DIURNO","SUBVENC",19,"439.16","551.0","339.5",19,"444.79",571,257,19,"433.53",560,330,14,"469.29",549,307,19,"452.37",524,351,20,"569.75",698,441,20,"644.2",850,441,5921
9,"CAUTIN","VILLARRICA","LICEO BICENTENARIO ARAUCANIA","HC - DIURNO","MUNICIPAL",43,"525.13","679.5","408.0",43,"524.74",725,340,43,"525.51",734,393,20,"521.80",680,264,31,"499.52",672,351,47,"524.36",719,352,47,"541.45",799,352,6084
9,"CAUTIN","VILLARRICA","COLEGIO ALEMAN","HC - DIURNO","PAGADO",17,"650.53","738.5","575.0",17,"647.06",736,571,17,"654.00",817,545,13,"641.31",717,553,9,"659.22",730,595,17,"673.00",764,571,17,"687.53",813,571,6161
9,"CAUTIN","VILLARRICA","COLEGIO ALTAS CUMBRES","HC - DIURNO","PAGADO",9,"442.28","617.5","234.0",9,"443.67",646,242,9,"440.89",589,226,6,"494.00",691,326,4,"438.25",497,285,9,"394.56",694,274,9,"406.56",802,274,20158
9,"CAUTIN","VILLARRICA","SOUTHERN OXFORD SCHOOL","HC - DIURNO","PAGADO",19,"612.16","734.0","533.0",19,"597.47",762,484,19,"626.84",713,540,11,"592.82",710,497,12,"601.67",669,407,19,"634.21",770,447,19,"654.32",850,447,19962
9,"CAUTIN","VILLARRICA","COLEGIO CAMILO HENRIQUEZ (CAHE)","HC - DIURNO","SUBVENC",28,"545.30","673.5","453.5",28,"541.82",653,398,28,"548.79",701,450,16,"542.50",710,359,18,"543.06",633,392,28,"578.96",777,445,28,"599.75",850,445,19921
9,"CAUTIN","VILLARRICA","COLEGIO CAMILO HENRIQUEZ (CAHE) - PEDREGOSO","HC - DIURNO","SUBVENC",11,"428.41","550.0","285.5",11,"424.73",549,289,11,"432.09",557,282,8,"430.88",535,359,6,"393.17",549,261,15,"481.00",729,381,15,"494.93",844,381,20095
9,"CAUTIN","VILLARRICA","COLEGIO DE HUMANIDADES","HC - DIURNO","SUBVENC",202,"576.28","769.5","391.5",202,"570.46",797,372,202,"582.11",834,353,85,"561.78",735,399,170,"579.64",809,375,202,"597.70",797,402,202,"609.87",850,402,6112
9,"CAUTIN","VILLARRICA","COLEGIO PEDRO DE VALDIVIA","HC - DIURNO","SUBVENC",20,"411.68","495.0","293.5",20,"388.90",491,237,20,"434.45",536,282,9,"427.33",539,286,11,"396.82",472,235,25,"520.48",713,379,25,"524",733,379,20213
9,"CAUTIN","VILLARRICA","COLEGIO SANTA CRUZ","HC - DIURNO","SUBVENC",49,"491.72","654.5","305.5",49,"500.76",716,305,49,"482.69",648,259,25,"497.92",735,343,27,"491.26",619,285,51,"557.22",756,408,51,"568.08",812,408,6118
9,"CAUTIN","VILLARRICA","ESCUELA PARTICULAR N°14 CLAUDIO ARRAU","HC - DIURNO","SUBVENC",20,"439.78","545.5","368.5",20,"450.30",565,352,20,"429.25",526,306,13,"456.69",562,359,10,"400.60",462,230,32,"471.84",663,338,32,"481.38",774,338,20041
9,"CAUTIN","CHOLCHOL","COLEGIO ANGLICANO WILLIAM WILSON","HC - DIURNO","SUBVENC",13,"475.77","651.0","380.5",13,"489.08",646,352,13,"462.46",656,330,7,"463.00",553,326,10,"448.50",598,328,14,"592.36",744,472,14,"600.14",767,472,6650
14,"VALDIVIA","VALDIVIA","COLEGIO DE MUSICA JUAN SEBASTIAN BACH","HC - DIURNO","MUNICIPAL",33,"541.36","683.0","362.5",33,"542.76",725,372,33,"539.97",706,306,13,"561.54",717,449,22,"512.55",653,351,33,"591.76",752,435,33,"653.94",850,435,6770
14,"VALDIVIA","VALDIVIA","COLEGIO TENIENTE HERNAN MERINO CORREA","HC - DIURNO","MUNICIPAL",29,"454.60","558.0","324.0",29,"452.97",582,274,29,"456.24",545,353,17,"459.00",579,307,16,"458.19",529,375,33,"500.42",700,361,33,"527.52",850,361,6766
14,"VALDIVIA","VALDIVIA","INSTITUTO ITALIA DE VALDIVIA","HC - DIURNO","MUNICIPAL",67,"473.01","673.5","317.5",67,"468.64",762,329,67,"477.39",637,306,39,"485.85",591,326,43,"466.12",672,261,70,"464.23",696,330,70,"475.49",816,330,22540
14,"VALDIVIA","VALDIVIA","LICEO BENJAMIN VICUÑA MACKENNA C-3","HC - DIURNO","MUNICIPAL",3,"380.67","454.5","341.5",3,"369.00",471,274,3,"392.33",438,330,2,"350.00",457,243,2,"330.00",375,285,4,"471.50",534,387,4,"515.5",625,387,6757
14,"VALDIVIA","VALDIVIA","LICEO POLIVALENTE LOS AVELLANOS","HC - DIURNO","MUNICIPAL",8,"395.38","543.0","329.0",8,"369.25",560,231,8,"421.50",526,306,7,"386.86",587,226,1,"422.00",422,422,10,"485.60",558,356,10,"583.5",761,356,6756
14,"VALDIVIA","VALDIVIA","LICEO RECTOR ARMANDO ROBLES RIVERA A-6","HC - DIURNO","MUNICIPAL",133,"528.40","676.5","341.0",133,"522.14",705,352,133,"534.65",690,330,44,"529.75",685,326,109,"520.39",697,261,131,"553.62",732,369,131,"569.46",822,369,6754
14,"VALDIVIA","VALDIVIA","LICEO SANTA MARIA LA BLANCA A-5","HC - DIURNO","MUNICIPAL",77,"481.51","733.0","323.5",77,"485.84",807,274,77,"477.18",734,306,30,"469.80",766,326,59,"460.80",730,230,81,"512.54",779,385,81,"529.05",850,385,6753
14,"VALDIVIA","VALDIVIA","COLEGIO SAN LUIS DE ALBA","HC - DIURNO","PAGADO",24,"624.96","751.5","450.0",24,"613.96",775,471,24,"635.96",834,409,17,"615.18",726,471,13,"616.62",778,422,24,"607.83",777,478,24,"622.13",836,478,22177
14,"VALDIVIA","VALDIVIA","COOP. SERV. EDUC. WINDSOR SCHOOL","HC - DIURNO","PAGADO",55,"638.08","834.0","502.0",55,"637.38",818,508,55,"638.78",850,496,24,"655.54",822,485,37,"639.11",850,524,54,"607.09",795,389,54,"617.39",850,389,6843
14,"VALDIVIA","VALDIVIA","HAMPTON COLLEGE","HC - DIURNO","PAGADO",4,"544.00","743.0","434.0",4,"520.25",685,372,4,"567.75",801,438,3,"606.00",691,562,4,"534.00",751,351,4,"567.75",770,482,4,"578",811,482,22627
14,"VALDIVIA","VALDIVIA","INSTITUTO ALEMAN CARLOS ANWANDTER DE VALDIVIA","HC - DIURNO","PAGADO",48,"658.48","783.0","547.0",48,"642.56",829,464,48,"674.40",850,496,22,"652.41",751,553,35,"689.20",778,529,48,"660.21",801,488,48,"690.69",850,488,6844
14,"VALDIVIA","VALDIVIA","COLEGIO ADVENTISTA DE VALDIVIA","HC - DIURNO","SUBVENC",58,"485.94","594.5","329.0",58,"487.22",653,305,58,"484.66",634,306,29,"503.55",680,374,37,"470.30",580,328,61,"560.28",736,437,61,"573.25",804,437,6835
14,"VALDIVIA","VALDIVIA","COLEGIO ALIWEN","HC - DIURNO","SUBVENC",9,"536.72","609.5","434.0",9,"557.00",625,430,9,"516.44",659,438,6,"560.17",641,485,5,"515.20",666,422,9,"563.11",680,453,9,"586.78",765,453,22398
14,"VALDIVIA","VALDIVIA","COLEGIO ALONSO DE ERCILLA","HC - DIURNO","SUBVENC",33,"558.86","705.5","416.0",33,"557.70",716,407,33,"560.03",727,393,17,"551.29",691,471,21,"546.38",672,285,34,"604.38",783,455,34,"629.24",850,455,6836
14,"VALDIVIA","VALDIVIA","COLEGIO AUSTRAL","HC - DIURNO","SUBVENC",19,"495.39","702.0","399.0",19,"489.42",653,389,19,"501.37",751,374,10,"506.20",607,430,12,"502.83",697,375,19,"462.00",674,354,19,"481.79",835,354,6828
14,"VALDIVIA","VALDIVIA","COLEGIO BAQUEDANO","HC - DIURNO","SUBVENC",24,"486.75","693.0","303.0",24,"494.54",762,317,24,"478.96",713,234,14,"524.00",751,343,15,"486.60",602,392,24,"505.79",688,369,24,"523.17",793,369,22014
14,"VALDIVIA","VALDIVIA","COLEGIO DOMUS - MATER","HC - DIURNO","SUBVENC",25,"586.52","713.5","501.5",25,"576.04",797,477,25,"597.00",719,488,12,"591.92",751,479,19,"615.05",730,549,25,"622.32",756,466,25,"631.96",801,466,22231
14,"VALDIVIA","VALDIVIA","COLEGIO HELVECIA","HC - DIURNO","SUBVENC",8,"392.88","466.0","329.0",8,"404.25",471,352,8,"381.50",488,282,4,"481.00",545,374,5,"315.00",392,219,10,"501.30",696,410,10,"514.5",807,410,12185
14,"VALDIVIA","VALDIVIA","COLEGIO LAICO VALDIVIA","HC - DIURNO","SUBVENC",23,"486.80","592.0","360.0",23,"490.83",669,340,23,"482.78",604,282,13,"533.54",650,420,15,"478.87",559,351,23,"525.22",661,406,23,"537.7",743,406,22459
14,"VALDIVIA","VALDIVIA","COLEGIO MARIA AUXILIADORA","HC - DIURNO","SUBVENC",51,"564.54","741.0","424.0",51,"560.10",807,398,51,"568.98",751,438,22,"587.82",726,485,34,"561.56",714,351,52,"569.12",764,455,52,"584.62",850,455,6832
14,"VALDIVIA","VALDIVIA","COLEGIO NUESTRA SRA. DEL CARMEN","HC - DIURNO","SUBVENC",55,"559.61","741.5","445.0",55,"560.71",749,416,55,"558.51",734,393,21,"580.67",794,374,36,"554.17",778,437,56,"602.25",766,464,56,"625.38",850,464,6830
14,"VALDIVIA","VALDIVIA","COLEGIO SANTA MARTA","HC - DIURNO","SUBVENC",35,"556.54","718.5","438.5",35,"566.71",736,389,35,"546.37",701,450,24,"545.79",696,387,21,"562.90",778,407,35,"580.71",785,389,35,"592.4",830,389,6826
14,"VALDIVIA","VALDIVIA","COLEGIO TORNAGALEONES","HC - DIURNO","SUBVENC",26,"418.69","561.0","309.5",26,"421.31",613,274,26,"416.08",568,282,22,"414.95",595,231,11,"378.18",517,235,32,"489.91",688,367,32,"520.63",850,367,22442
14,"VALDIVIA","VALDIVIA","INSTITUTO CHILE AL PACIFICO","HC - DIURNO","SUBVENC",14,"448.50","537.0","341.0",14,"451.21",565,317,14,"445.79",520,330,5,"449.20",525,374,12,"429.83",545,328,16,"520.88",678,397,16,"543",776,397,31012
14,"VALDIVIA","VALDIVIA","INSTITUTO CRISTIANO GRACIA Y PAZ","HC - DIURNO","SUBVENC",91,"454.91","627.5","327.0",91,"451.86",695,289,91,"457.96",594,219,41,"464.46",655,307,64,"430.89",567,285,94,"492.15",700,320,94,"511.63",791,320,22516
14,"VALDIVIA","VALDIVIA","INSTITUTO INMACULADA CONCEPCION","HC - DIURNO","SUBVENC",64,"614.77","757.0","391.0",64,"620.44",839,362,64,"609.11",751,393,33,"583.88",794,374,47,"591.40",759,285,65,"594.08",777,449,65,"615.86",850,449,22351
14,"VALDIVIA","VALDIVIA","INSTITUTO PRINCIPE DE ASTURIAS","HC - DIURNO","SUBVENC",71,"474.85","634.5","292.0",71,"479.66",705,231,71,"470.04",651,282,42,"469.64",680,237,47,"454.34",602,285,72,"576.06",775,418,72,"590.82",850,418,22634
14,"VALDIVIA","VALDIVIA","INSTITUTO SALESIANO DE VALDIVIA","HC - DIURNO","SUBVENC",55,"605.45","751.5","447.0",55,"604.93",775,464,55,"605.98",801,374,22,"639.32",822,420,42,"603.43",788,462,55,"600.64",775,447,55,"618.24",850,447,6829
14,"VALDIVIA","VALDIVIA","MARTIN LUTHER KING COLLEGE","HC - DIURNO","SUBVENC",27,"492.35","624.5","311.5",27,"484.22",625,317,27,"500.48",634,306,12,"476.42",646,343,16,"497.13",637,375,27,"568.89",742,437,27,"593.96",850,437,22160
14,"VALDIVIA","CORRAL","LICEO CARLOS HAVERBECK RICHTER","HC - DIURNO","MUNICIPAL",24,"415.94","581.5","222.0",24,"419.29",606,210,24,"412.58",557,226,12,"408.08",485,286,18,"435.06",609,309,28,"489.68",754,301,28,"506.39",850,301,7015
14,"VALDIVIA","LANCO","LICEO CAMILO HENRIQUEZ GONZALEZ","HC - DIURNO","MUNICIPAL",46,"483.33","644.5","345.5",46,"479.37",633,317,46,"487.28",656,353,36,"465.19",628,343,35,"460.83",637,285,46,"585.00",762,435,46,"622.89",850,435,6897
14,"VALDIVIA","LANCO","COLEGIO BERNARDO FELMER NIKLITSCHEK","HC - DIURNO","SUBVENC",5,"452.00","549.5","363.0",5,"416.40",531,317,5,"487.60",568,409,2,"447.50",485,410,4,"494.25",549,392,5,"600.60",762,418,5,"657.8",850,418,22462
14,"VALDIVIA","LOS LAGOS","LICEO ALBERTO BLEST GANA","HC - DIURNO","MUNICIPAL",95,"450.81","696.5","289.5",95,"465.82",786,226,95,"435.80",644,203,53,"458.49",696,243,48,"429.88",595,235,99,"573.40",809,344,99,"590.62",850,344,6929
14,"VALDIVIA","MAFIL","LICEO GABRIELA MISTRAL","HC - DIURNO","MUNICIPAL",12,"378.58","490.5","298.0",12,"400.42",543,317,12,"356.75",450,234,11,"376.18",485,264,4,"353.50",422,261,14,"518.79",766,389,14,"532.43",850,389,7031
14,"VALDIVIA","MAFIL","LICEO SANTO CURA DE ARS","HC - DIURNO","SUBVENC",19,"444.82","629.0","309.5",19,"450.32",669,289,19,"439.32",589,330,16,"431.31",620,243,7,"404.86",462,309,25,"523.92",696,399,25,"555.76",850,399,7044
14,"VALDIVIA","MARIQUINA","LICEO SAN LUIS DE ALBA","HC - DIURNO","MUNICIPAL",13,"448.15","648.0","355.0",13,"442.85",695,317,13,"453.46",601,374,9,"453.00",680,264,3,"507.00",657,392,16,"512.69",661,389,16,"549.63",806,389,6846
14,"VALDIVIA","MARIQUINA","COLEGIO PUFUDI","HC - DIURNO","SUBVENC",14,"376.57","454.5","309.5",14,"352.07",459,237,14,"401.07",503,306,3,"375.67",410,343,6,"345.33",437,235,18,"496.00",661,363,18,"499.39",683,363,22218
14,"VALDIVIA","MARIQUINA","ESCUELA PARTICULAR N 12 SANTA CRUZ","HC - DIURNO","SUBVENC",38,"467.96","572.5","371.0",38,"452.37",560,317,38,"483.55",585,393,14,"434.29",525,286,34,"458.44",571,328,38,"549.76",708,404,38,"584.39",850,404,6895
14,"VALDIVIA","MARIQUINA","SEMINARIO SAN FIDEL","HC - DIURNO","SUBVENC",66,"577.56","779.5","473.0",66,"576.39",725,438,66,"578.73",834,425,24,"588.96",751,399,46,"573.33",799,437,66,"544.36",711,361,66,"568.61",827,361,6896
14,"VALDIVIA","PAILLACO","LICEO RODULFO AMANDO PHILIPPI (EX.C-13)","HC - DIURNO","MUNICIPAL",63,"495.77","705.5","274.0",63,"486.16",736,237,63,"505.38",727,259,40,"493.63",646,307,42,"482.69",677,309,64,"614.73",793,350,64,"639.5",850,350,7200
14,"VALDIVIA","PAILLACO","COLEGIO CARDENAL RAUL SILVA HENRIQUEZ","HC - DIURNO","SUBVENC",21,"403.69","512.5","302.5",21,"402.52",549,231,21,"404.86",545,330,17,"418.71",525,243,11,"387.09",481,309,25,"466.48",655,352,25,"472.2",722,352,22313
14,"VALDIVIA","PANGUIPULLI","CENTRO EDUCACIONAL ALTAMIRA","HC - DIURNO","MUNICIPAL",108,"505.23","708.5","234.0",108,"499.90",716,242,108,"510.56",784,226,69,"530.90",766,307,77,"479.17",708,235,110,"566.78",779,379,110,"576.93",832,379,22483
14,"VALDIVIA","PANGUIPULLI","ESCUELA RURAL TIERRA DE ESPERANZA","HC - DIURNO","MUNICIPAL",2,"435.50","507.0","364.0",2,"499.00",576,422,2,"372.00",438,306,1,"603.00",603,603,2,"397.50",510,285,6,"507.33",686,334,6,"537.33",842,334,7085
14,"VALDIVIA","PANGUIPULLI","LICEO FERNANDO SANTIVAN C-11","HC - DIURNO","MUNICIPAL",23,"467.61","633.0","361.5",23,"472.35",646,317,23,"462.87",620,259,16,"474.69",616,374,9,"478.78",584,235,24,"570.79",781,397,24,"616.88",850,397,7049
14,"DEL RANCO","LA UNION","ESCUELA DE CULTURA Y DIFUSION ARTISTICA","HC - DIURNO","MUNICIPAL",23,"453.93","562.5","331.5",23,"464.83",576,289,23,"443.04",571,353,17,"467.47",710,243,8,"495.75",587,351,25,"508.92",690,423,25,"542.16",850,423,7128
14,"DEL RANCO","LA UNION","LICEO RECTOR ABDON ANDRADE COLOMA B-12","HC - DIURNO","MUNICIPAL",125,"543.71","686.5","347.5",125,"539.02",762,305,125,"548.40",734,306,59,"548.88",751,374,86,"541.80",693,309,129,"579.63",738,373,129,"599.33",819,373,7129
14,"DEL RANCO","LA UNION","COLEGIO ALEMAN R.A. PHILIPPI","HC - DIURNO","PAGADO",25,"633.04","767.5","425.0",25,"615.36",762,362,25,"650.72",850,488,14,"606.36",674,387,18,"640.00",819,534,25,"646.48",795,492,25,"669.48",850,492,7180
14,"DEL RANCO","LA UNION","COLEGIO CRISTIANO LA UNION","HC - DIURNO","SUBVENC",20,"444.60","562.5","275.5",20,"453.90",606,317,20,"435.30",549,219,17,"439.35",562,243,13,"449.77",587,285,23,"497.48",641,377,23,"531.13",768,377,22559
