ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
336;5;MARGA MARGA;VILLA ALEMANA;LICEO TECNOLOGICO VILLA ALEMANA;COMERCIAL;MUNICIPAL;21;403.38;490.5;302.0;21;408.90;531;242;21;397.86;515;196;19;397.68;535;286;4;390.00;422;309;22;494.32;627;411;22;528.23;780;411;1958
337;5;MARGA MARGA;VILLA ALEMANA;LICEO TECNOLOGICO VILLA ALEMANA;INDUSTRIAL;MUNICIPAL;19;419.53;532.0;283.0;19;415.00;531;289;19;424.05;568;226;16;415.50;562;237;4;378.25;529;219;25;463.80;641;311;25;516.12;850;311;1958
338;5;MARGA MARGA;VILLA ALEMANA;LICEO TECNOLOGICO VILLA ALEMANA;TECNICA Y SERVICIOS;MUNICIPAL;12;390.92;442.0;271.5;12;381.33;491;237;12;400.50;480;306;11;367.18;471;231;3;395.67;437;328;17;504.06;635;411;17;547.41;818;411;1958
339;13;SANTIAGO;SANTIAGO;"INST. FEM. SUP. DE COM. ""ELIODORO DOMINGUEZ D. "" COM 4°";COMERCIAL;MUNICIPAL;167;443.63;636.0;305.5;167;444.39;669;274;167;442.87;659;219;125;438.54;655;226;56;395.88;553;235;217;468.51;725;339;217;482.38;850;339;8506
340;13;SANTIAGO;SANTIAGO;INSTITUTO SUPER.DE COM.EDUARDO FREI M. (EX.A-26);COMERCIAL;MUNICIPAL;303;501.07;719.5;286.0;303;501.35;705;242;303;500.80;741;259;231;511.77;822;307;106;462.56;629;230;318;486.27;741;333;318;504.44;850;333;8503
341;13;SANTIAGO;SANTIAGO;INSTITUTO SUPERIOR DE COMERCIO N° 2  (EX. A-30) 4°;COMERCIAL;MUNICIPAL;227;425.95;678.0;248.0;227;428.09;705;220;227;423.81;671;211;154;436.63;735;231;90;409.37;576;230;264;484.36;727;360;264;491.56;806;360;8507
342;13;SANTIAGO;SANTIAGO;LICEO COMERCIAL PDTE. GONZALEZ VIDELA A-24;COMERCIAL;MUNICIPAL;21;477.60;616.0;346.5;21;472.52;653;340;21;482.67;589;306;16;471.25;612;307;8;433.00;524;309;24;529.79;699;389;24;606.25;850;389;8501
343;13;SANTIAGO;SANTIAGO;LICEO COMERCIAL PDTE. GONZALEZ VIDELA A-24 NOCT.;COMERCIAL;MUNICIPAL;2;448.75;484.0;413.5;2;424.00;459;389;2;473.50;509;438;2;419.00;479;359;;;;;3;496.67;615;372;3;507.67;648;372;8501
344;13;SANTIAGO;SANTIAGO;LICEO COMERCIAL PDTE.GABRIEL GONZALEZ VIDELA A-24;TECNICA Y SERVICIOS;MUNICIPAL;5;448.70;553.0;257.5;5;476.60;618;289;5;420.80;515;226;5;413.40;549;237;1;462.00;462;462;8;473.50;533;423;8;504.88;626;423;8501
345;13;SANTIAGO;SANTIAGO;LICEO INDUSTRIAL A-22;INDUSTRIAL;MUNICIPAL;33;419.76;582.5;294.0;33;426.85;639;274;33;412.67;582;259;21;438.33;612;307;14;430.14;595;235;52;485.63;713;329;52;528.98;850;329;8814
346;13;SANTIAGO;SANTIAGO;LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS A-20;INDUSTRIAL;MUNICIPAL;78;430.67;551.0;232.5;78;428.26;582;231;78;433.09;579;234;51;439.41;603;264;42;405.86;545;261;98;442.09;664;325;98;465.49;835;325;8500
347;13;SANTIAGO;SANTIAGO;LICEO INDUSTRIAL VICTOR BEZANILLA SALINAS A-19;INDUSTRIAL;MUNICIPAL;71;442.49;599.0;295.0;71;439.79;625;237;71;445.20;592;282;60;464.17;646;286;15;412.33;553;261;106;445.34;701;323;106;471.71;850;323;8812
348;13;SANTIAGO;SANTIAGO;LICEO POLIVALENTE A-28 EMILIA TORO DE BALMACEDA;COMERCIAL;MUNICIPAL;37;417.11;539.5;282.0;37;441.49;560;274;37;392.73;571;219;26;439.88;583;359;12;415.83;571;285;48;568.38;768;385;48;582.48;836;385;8505
349;13;SANTIAGO;SANTIAGO;LICEO POLIVALENTE A-28 EMILIA TORO DE BALMACEDA;TECNICA Y SERVICIOS;MUNICIPAL;105;400.22;550.0;250.5;105;420.88;639;242;105;379.56;515;196;74;410.45;549;237;43;391.72;517;230;139;534.81;758;366;139;554.74;850;366;8505
350;13;SANTIAGO;SANTIAGO;LICEO POLIVALENTE LIB. GENERAL JOSE DE SAN MARTIN;TECNICA Y SERVICIOS;MUNICIPAL;18;406.94;553.0;271.5;18;399.11;560;237;18;414.78;557;306;16;416.88;583;264;4;404.00;553;261;23;476.39;605;401;23;512.61;751;401;8496
351;13;SANTIAGO;SANTIAGO;LICEO TECNICO CLELIA CLAVEL DINATOR A - 27;TECNICA Y SERVICIOS;MUNICIPAL;145;419.35;625.0;234.5;145;433.57;705;210;145;405.13;571;203;85;428.34;616;243;90;400.60;545;219;178;479.22;711;293;178;495.17;847;293;8504
352;13;SANTIAGO;SANTIAGO;CENTRO EDUCATIVO SALESIANOS ALAMEDA;INDUSTRIAL;SUBVENC;164;533.04;700.0;317.5;164;529.98;736;305;164;536.10;695;330;74;539.08;703;237;112;514.44;647;235;169;514.08;745;348;169;530.93;847;348;8603
353;13;SANTIAGO;SANTIAGO;COLEGIO POLIVALENTE MANUEL BAQUEDANO;COMERCIAL;SUBVENC;83;450.15;607.5;305.5;83;453.17;633;289;83;447.13;582;234;66;437.26;603;214;25;431.56;529;285;99;478.16;695;331;99;499.55;814;331;8646
354;13;SANTIAGO;SANTIAGO;COLEGIO TECNICO INTECTUR;TECNICA Y SERVICIOS;SUBVENC;12;425.00;541.5;348.5;12;449.33;633;289;12;400.67;496;259;10;416.10;514;243;4;413.75;462;351;12;416.50;460;376;12;416.5;460;376;26499
355;13;SANTIAGO;SANTIAGO;COLEGIO TECNICO PROF. DE GASTRONOMIA Y HOTELERIA ACHIGA COMEDUC;TECNICA Y SERVICIOS;SUBVENC;96;465.49;578.0;323.5;96;482.18;653;317;96;448.80;571;226;75;479.95;624;286;29;433.41;571;285;119;461.66;633;329;119;474.94;747;329;24473
356;13;SANTIAGO;SANTIAGO;ESCUELA INDUSTRIAL SAN VICENTE DE PAUL;INDUSTRIAL;SUBVENC;101;440.89;712.0;274.0;101;438.86;705;242;101;442.92;719;219;66;441.80;685;243;46;445.48;666;235;114;488.94;764;325;114;507.78;850;325;8625
357;13;SANTIAGO;SANTIAGO;INSTITUTO COMERCIAL BLAS CAÑAS;COMERCIAL;SUBVENC;179;481.00;611.0;323.0;179;493.21;669;274;179;468.78;607;226;129;483.74;620;226;79;437.48;563;230;194;533.91;776;327;194;547.32;850;327;8643
358;13;SANTIAGO;SANTIAGO;LICEO INDUSTRIAL ITALIA;INDUSTRIAL;SUBVENC;40;480.25;569.0;341.0;40;477.28;576;289;40;483.23;601;374;23;472.04;579;343;13;440.08;517;285;42;459.55;621;341;42;480.26;736;341;8660
359;13;SANTIAGO;SANTIAGO;LICEO POLITECNICO PART. SARA BLINDER DARGOLTZ;TECNICA Y SERVICIOS;SUBVENC;77;434.70;589.5;234.0;77;450.30;594;242;77;419.10;597;226;42;430.57;595;237;39;422.15;587;261;87;518.07;743;350;87;544.57;850;350;8617
360;13;SANTIAGO;SANTIAGO;LICEO POLITECNICO PART. SARA BLINDER DARGOLTZ;COMERCIAL;SUBVENC;48;438.27;591.5;311.5;48;449.08;589;242;48;427.46;604;282;38;446.05;570;286;12;389.83;529;230;56;513.07;703;358;56;530.38;820;358;8617
361;13;SANTIAGO;SANTIAGO;LICEO PROFESIONAL ABDON CIFUENTES;COMERCIAL;SUBVENC;181;459.77;622.5;261.5;181;466.06;653;231;181;453.48;651;226;143;473.92;669;237;50;418.36;626;235;207;520.00;739;313;207;533.36;814;313;8811
362;13;SANTIAGO;CERRILLOS;LICEO POLIVALENTE DR. LUIS VARGAS  SALCEDO B-69;TECNICA Y SERVICIOS;MUNICIPAL;14;376.96;511.5;293.5;14;385.71;543;220;14;368.21;480;259;11;377.18;485;231;6;394.50;534;285;16;492.88;656;374;16;510.19;757;374;9865
363;13;SANTIAGO;CERRILLOS;LICEO POLIVALENTE DR. LUIS VARGAS  SALCEDO B-69;INDUSTRIAL;MUNICIPAL;2;441.00;450.5;431.5;2;409.50;438;381;2;472.50;520;425;1;374.00;374;374;1;437.00;437;437;5;419.60;560;362;5;464;782;362;9865
364;13;SANTIAGO;CERRILLOS;LICEO POLIVALENTE DR. LUIS VARGAS  SALCEDO B-69 NOCT.;INDUSTRIAL;MUNICIPAL;2;331.50;331.5;331.5;2;289.00;289;289;2;374.00;374;374;1;430.00;430;430;;;;;4;412.50;458;354;4;412.5;458;354;9865
365;13;SANTIAGO;CERRILLOS;LICEO POLIVALENTE DR. LUIS VARGAS  SALCEDO B-69 NOCT.;TECNICA Y SERVICIOS;MUNICIPAL;3;384.67;478.5;303.0;3;400.33;477;352;3;369.00;480;234;3;466.00;508;399;;;;;3;575.67;654;499;3;597.33;698;499;9865
366;13;SANTIAGO;CERRILLOS;COLEGIO POLITECNICO ALEMAN ALBERT EINSTEIN;TECNICA Y SERVICIOS;SUBVENC;38;409.68;591.5;278.0;38;412.08;594;257;38;407.29;589;226;23;399.00;587;243;18;392.94;580;230;45;448.36;670;348;45;486.4;850;348;9900
367;13;SANTIAGO;CERRILLOS;COLEGIO POLITECNICO ALEMAN ALBERT EINSTEIN;COMERCIAL;SUBVENC;96;418.44;547.0;275.5;96;414.99;594;237;96;421.90;579;211;72;424.39;620;231;43;408.77;563;203;115;460.69;713;297;115;484.37;841;297;9900
368;13;SANTIAGO;CERRILLOS;COLEGIO POLITECNICO ALEMAN ALBERT EINSTEIN;INDUSTRIAL;SUBVENC;40;400.39;539.0;286.0;40;389.25;526;237;40;411.53;582;282;27;422.07;545;231;18;444.67;539;351;53;420.47;643;283;53;445.7;817;283;9900
369;13;SANTIAGO;CERRILLOS;COLEGIO POLIVALENTE DON ORIONE;INDUSTRIAL;SUBVENC;146;499.47;641.5;323.0;146;484.69;646;274;146;514.25;659;306;100;487.03;664;243;74;496.08;613;351;150;471.49;670;344;150;482.99;764;344;9947
370;13;SANTIAGO;CERRILLOS;ESCUELA INDUSTRIAL PARTICULAR CERRILLOS;COMERCIAL;SUBVENC;10;448.10;552.5;283.5;10;424.10;508;237;10;472.10;597;330;10;441.60;591;359;6;392.00;450;285;13;442.31;635;305;13;448.15;659;305;9923
371;13;SANTIAGO;CERRILLOS;ESCUELA INDUSTRIAL PARTICULAR CERRILLOS;INDUSTRIAL;SUBVENC;55;383.08;508.0;228.5;55;373.45;549;220;55;392.71;531;226;39;401.56;570;220;22;413.50;504;309;59;487.93;697;325;59;515.14;840;325;9923
372;13;SANTIAGO;CERRO NAVIA;COMPLEJO EDUCACIONAL CERRO NAVIA;TECNICA Y SERVICIOS;MUNICIPAL;12;340.83;401.0;274.0;12;331.67;444;242;12;350.00;450;259;12;345.33;440;286;4;324.00;472;230;20;499.30;809;295;20;527.05;850;295;10126
373;13;SANTIAGO;CERRO NAVIA;COMPLEJO EDUCACIONAL CERRO NAVIA;INDUSTRIAL;MUNICIPAL;13;390.23;492.0;250.5;13;376.62;503;231;13;403.85;496;259;12;412.00;558;307;7;355.29;462;230;13;455.15;564;362;13;485.85;715;362;10126
374;13;SANTIAGO;CERRO NAVIA;LICEO POLIVAL. LOS HEROES DE LA CONCEPCION A-85;INDUSTRIAL;MUNICIPAL;4;319.13;362.0;274.0;4;272.25;289;237;4;366.00;450;259;2;358.50;410;307;2;339.50;351;328;12;386.75;495;341;12;405.25;631;341;10075
375;13;SANTIAGO;CERRO NAVIA;LICEO POLIVALENTE A N° 85;TECNICA Y SERVICIOS;MUNICIPAL;21;367.55;461.0;287.0;21;373.19;520;231;21;361.90;450;234;13;347.31;440;237;9;352.00;407;235;28;465.21;635;358;28;494.89;817;358;10075
376;13;SANTIAGO;CERRO NAVIA;LICEO POLIVALENTE A N° 85 LOS HEROES DE LA CONCEPCION;COMERCIAL;MUNICIPAL;21;386.79;503.0;232.5;21;386.62;549;226;21;386.95;503;226;18;361.17;519;226;4;308.75;462;208;27;480.56;682;297;27;512.56;817;297;10075
377;13;SANTIAGO;CERRO NAVIA;COLEGIO POLIVALENTE SAINT ORLAND N° 3;COMERCIAL;SUBVENC;47;459.78;681.5;303.0;47;470.36;749;329;47;449.19;614;234;36;430.19;633;220;22;423.86;549;235;58;512.14;756;360;58;533.55;850;360;10193
378;13;SANTIAGO;CERRO NAVIA;COLEGIO TEC. PROF. ENRIQUE ALVEAR;COMERCIAL;SUBVENC;11;443.86;520.0;340.0;11;455.73;537;340;11;432.00;509;282;7;448.86;620;343;2;406.50;462;351;15;512.00;731;378;15;544.53;850;378;26303
379;13;SANTIAGO;CERRO NAVIA;LICEO POLIVALENTE SAN FRANCISCO SOLANO;INDUSTRIAL;SUBVENC;22;376.27;525.0;266.5;22;382.36;589;274;22;370.18;496;219;17;389.76;562;231;11;416.09;539;285;33;447.27;621;329;33;471.03;771;329;10052
380;13;SANTIAGO;CERRO NAVIA;LICEO POLIVALENTE SAN FRANCISCO SOLANO;COMERCIAL;SUBVENC;13;393.69;496.0;315.5;13;419.85;531;305;13;367.54;480;234;8;419.50;514;307;10;356.00;504;230;18;449.89;697;350;18;464.72;837;350;10052
381;13;SANTIAGO;CONCHALI;LICEO POLIV. ABDON CIFUENTES A-41;COMERCIAL;MUNICIPAL;41;457.48;583.0;293.5;41;457.32;613;305;41;457.63;568;259;26;512.58;735;410;5;389.60;450;219;48;445.42;617;350;48;464;744;350;10253
382;13;SANTIAGO;CONCHALI;LICEO POLIV. ABDON CIFUENTES A-41;TECNICA Y SERVICIOS;MUNICIPAL;13;443.73;518.0;391.0;13;487.15;582;362;13;400.31;471;330;13;456.54;565;286;3;345.00;375;309;15;458.87;564;372;15;479.53;688;372;10253
383;13;SANTIAGO;CONCHALI;CENTRO POLITECNICO PART. DE CONCHALI;COMERCIAL;SUBVENC;64;437.36;598.0;262.0;64;447.42;606;242;64;427.30;620;259;45;437.13;583;237;22;415.45;517;230;72;459.13;747;335;72;471.1;850;335;25396
384;13;SANTIAGO;CONCHALI;CENTRO POLITECNICO PART. DE CONCHALI;INDUSTRIAL;SUBVENC;24;446.63;640.5;322.0;24;442.75;677;289;24;450.50;656;282;17;457.47;703;307;11;454.64;640;351;25;446.80;735;315;25;474.64;850;315;25396
385;13;SANTIAGO;CONCHALI;CENTRO POLITECNICO PART. DE CONCHALI;TECNICA Y SERVICIOS;SUBVENC;29;404.33;557.5;287.0;29;416.90;565;274;29;391.76;589;234;23;396.43;519;243;7;408.71;517;375;32;481.28;589;362;32;504.16;680;362;25396
386;13;SANTIAGO;EL BOSQUE;CENTRO EDUCACIONAL MATIAS COUSIÑO;INDUSTRIAL;MUNICIPAL;10;391.85;427.5;349.0;10;362.30;430;289;10;421.40;471;374;10;389.70;491;307;;;;;22;459.23;586;346;22;499.05;756;346;10573
387;13;SANTIAGO;EL BOSQUE;LICEO JUAN GOMEZ MILLAS (EX. A-109);COMERCIAL;MUNICIPAL;30;385.95;487.0;313.0;30;382.53;508;210;30;389.37;520;188;20;401.65;497;226;11;354.09;481;285;37;508.19;697;346;37;547.54;850;346;9688
388;13;SANTIAGO;EL BOSQUE;CENTRO EDUCACIONAL DENVER COLORADO SCHOOL;COMERCIAL;SUBVENC;48;395.54;556.5;274.0;48;394.81;537;231;48;396.27;582;219;33;393.21;562;231;15;412.93;553;285;61;505.72;731;321;61;551.26;850;321;10632
389;13;SANTIAGO;EL BOSQUE;COLEGIO NUESTRA SRA. MARIA INMACULADA DEL BOSQUE;COMERCIAL;SUBVENC;54;427.02;546.0;234.5;54;442.07;589;210;54;411.96;536;234;38;464.63;587;343;12;371.17;490;235;74;461.12;643;337;74;500.45;850;337;25645
390;13;SANTIAGO;EL BOSQUE;COLEGIO PAUL HARRIS SCHOOL;INDUSTRIAL;SUBVENC;15;452.47;562.5;351.5;15;448.27;554;317;15;456.67;571;353;6;446.33;508;374;8;479.13;559;422;23;442.91;574;341;23;477.65;747;341;25304
391;13;SANTIAGO;EL BOSQUE;COLEGIO PAUL HARRIS SCHOOL;COMERCIAL;SUBVENC;18;429.58;571.0;281.5;18;434.06;639;257;18;425.11;549;282;13;435.77;574;286;;;;;25;446.84;609;329;25;474.32;808;329;25304
392;13;SANTIAGO;EL BOSQUE;COLEGIO POLITECNICO MARIA GRISELDA VALLE;COMERCIAL;SUBVENC;72;414.83;610.0;269.5;72;412.06;633;242;72;417.60;607;234;56;397.59;624;231;20;432.05;605;309;90;449.39;782;278;90;461.54;850;278;9834
393;13;SANTIAGO;EL BOSQUE;COLEGIO POLITECNICO MARIA GRISELDA VALLE;INDUSTRIAL;SUBVENC;52;411.01;552.5;256.5;52;418.92;576;231;52;403.10;579;219;41;400.00;562;214;20;414.60;534;235;76;423.38;727;303;76;453.79;850;303;9834
394;13;SANTIAGO;EL BOSQUE;COMPLEJO EDUC. PART. DE LAS ACACIAS;INDUSTRIAL;SUBVENC;18;399.03;505.5;258.0;18;407.39;554;242;18;390.67;503;211;7;413.43;497;307;4;439.00;490;407;28;476.04;684;346;28;497.11;836;346;11818
395;13;SANTIAGO;EL BOSQUE;COMPLEJO EDUC.PART. DE LAS ACACIAS;COMERCIAL;SUBVENC;31;368.24;483.5;238.0;31;368.06;514;215;31;368.42;515;226;16;399.81;535;208;10;393.90;472;230;48;476.04;733;364;48;490.4;850;364;11818
396;13;SANTIAGO;EL BOSQUE;ESCUELA BASICA MIGUEL DE CERVANTES;TECNICA Y SERVICIOS;SUBVENC;10;441.00;555.5;317.0;10;458.80;589;340;10;423.20;545;282;7;462.43;565;307;9;414.44;517;351;12;488.33;637;362;12;495.08;661;362;9841
397;13;SANTIAGO;ESTACION CENTRAL;LICEO COMERCIAL B-72;COMERCIAL;MUNICIPAL;60;402.08;556.0;250.5;60;404.45;653;199;60;399.70;536;196;46;410.30;565;226;23;432.70;534;351;97;493.30;747;346;97;504.56;829;346;9866
398;13;SANTIAGO;ESTACION CENTRAL;LICEO POLIVALENTE  GUILLERMO FELIU CRUZ;COMERCIAL;MUNICIPAL;12;446.58;483.5;402.0;12;438.33;491;381;12;454.83;503;374;9;422.11;591;307;4;388.75;437;351;18;522.17;727;337;18;601.89;850;337;9862
399;13;SANTIAGO;ESTACION CENTRAL;LICEO POLIVALENTE GUILLERMO FELIU (EX. A-71);TECNICA Y SERVICIOS;MUNICIPAL;26;402.94;537.0;227.5;26;420.35;554;237;26;385.54;520;181;19;397.21;530;226;14;365.93;422;309;38;483.18;652;362;38;542.74;850;362;9862
400;13;SANTIAGO;ESTACION CENTRAL;COLEGIO PIAMARTA;INDUSTRIAL;SUBVENC;24;451.81;644.5;295.0;24;432.67;669;237;24;470.96;620;282;19;454.11;583;286;7;381.57;437;351;25;473.64;619;397;25;495.32;798;397;24685
401;13;SANTIAGO;ESTACION CENTRAL;COLEGIO PIAMARTA;COMERCIAL;SUBVENC;24;452.15;612.5;324.0;24;445.67;618;340;24;458.63;607;259;21;433.05;595;307;5;429.40;517;351;25;473.36;678;389;25;512.8;850;389;24685
402;13;SANTIAGO;ESTACION CENTRAL;COLEGIO POLITECNICO HERNANDO DE MAGALLANES;COMERCIAL;SUBVENC;10;374.70;467.0;305.5;10;359.00;496;274;10;390.40;450;306;8;386.50;497;307;2;447.00;472;422;16;481.75;701;356;16;512.75;850;356;9942
403;13;SANTIAGO;ESTACION CENTRAL;COLEGIO POLIVALENTE PRINCIPE DE GALES;COMERCIAL;SUBVENC;63;413.55;581.0;259.5;63;429.05;565;215;63;398.05;630;203;41;441.20;570;264;23;418.78;571;309;85;479.71;723;339;85;498.75;841;339;10058
404;13;SANTIAGO;ESTACION CENTRAL;COLEGIO SAN ALBERTO;INDUSTRIAL;SUBVENC;32;424.48;563.5;297.5;32;429.09;618;257;32;419.88;549;259;23;429.96;616;237;15;403.40;524;309;44;459.91;797;337;44;487.77;850;337;8657
405;13;SANTIAGO;HUECHURABA;CENTRO EDUCACIONAL DE HUECHURABA 4°(EX. PALAZUELOS);COMERCIAL;MUNICIPAL;10;375.35;458.0;293.5;10;389.30;477;305;10;361.40;509;259;9;411.00;535;307;1;261.00;261;261;15;439.40;584;305;15;466.73;708;305;10250
406;13;SANTIAGO;HUECHURABA;CENTRO EDUCACIONAL DE HUECHURABA 4°(EX. PALAZUELOS);TECNICA Y SERVICIOS;MUNICIPAL;10;411.00;514.0;280.5;10;394.50;508;231;10;427.50;520;330;10;414.30;464;326;1;309.00;309;309;13;419.23;501;335;13;447;587;335;10250
407;13;SANTIAGO;HUECHURABA;COLEGIO POLIV. STA. TERESA DE JESUS DE LOS ANDES;COMERCIAL;SUBVENC;12;358.63;496.0;283.5;12;355.75;531;215;12;361.50;496;219;12;390.42;549;208;;;;;18;428.50;552;339;18;453.11;703;339;24407
408;13;SANTIAGO;INDEPENDENCIA;LICEO POLIVALENTE A-80 PRESIDENTE JOSE MANUEL BALMACEDA ;COMERCIAL;MUNICIPAL;10;389.40;475.5;297.5;10;383.40;508;274;10;395.40;480;259;10;376.90;497;286;1;422.00;422;422;19;393.42;574;337;19;414.84;850;337;10199
409;13;SANTIAGO;INDEPENDENCIA;CENTRO EDUCACIONAL PITAGORAS;COMERCIAL;SUBVENC;39;423.03;573.0;293.0;39;412.87;582;237;39;433.18;574;234;26;424.08;583;231;24;416.88;545;230;54;447.06;721;262;54;469.15;850;262;8590
410;13;SANTIAGO;INDEPENDENCIA;CENTRO EDUCACIONAL PITAGORAS;TECNICA Y SERVICIOS;SUBVENC;10;424.65;511.5;376.5;10;426.20;520;352;10;423.10;503;282;6;426.33;545;307;2;361.00;437;285;15;450.20;586;317;15;530.53;850;317;8590
411;13;SANTIAGO;INDEPENDENCIA;COLEGIO INDUSTRIAL VASCO NUÑEZ DE BALBOA;INDUSTRIAL;SUBVENC;111;398.96;550.0;269.5;111;388.92;560;231;111;409.01;574;226;72;416.06;565;226;59;407.69;571;261;137;480.06;713;344;137;510.56;850;344;8644
412;13;SANTIAGO;INDEPENDENCIA;COLEGIO POLITECNICO AVENIDA INDEPENDENCIA;TECNICA Y SERVICIOS;SUBVENC;24;406.83;530.0;294.0;24;418.79;531;226;24;394.88;540;259;20;415.00;539;326;5;393.80;504;285;30;534.23;727;270;30;577.2;850;270;24777
413;13;SANTIAGO;INDEPENDENCIA;COLEGIO POLITECNICO AVENIDA INDEPENDENCIA;COMERCIAL;SUBVENC;20;406.60;591.0;277.5;20;410.15;571;231;20;403.05;611;226;12;389.33;519;231;7;396.57;517;351;34;496.74;699;341;34;515.74;789;341;8654
414;13;SANTIAGO;INDEPENDENCIA;COLEGIO POLITECNICO AVENIDA INDEPENDENCIA;INDUSTRIAL;SUBVENC;22;379.57;497.0;234.0;22;389.91;531;226;22;369.23;480;226;14;358.36;549;214;5;455.40;504;437;30;400.27;586;276;30;405.63;674;276;11885
415;13;SANTIAGO;INDEPENDENCIA;COLEGIO POLIVALENTE PLUS ULTRA;COMERCIAL;SUBVENC;30;419.40;515.5;305.5;30;429.87;543;289;30;408.93;540;259;29;425.72;562;220;;;;;49;477.20;727;333;49;497.37;850;333;8616
416;13;SANTIAGO;INDEPENDENCIA;COLEGIO POLIVALENTE PLUS ULTRA;TECNICA Y SERVICIOS;SUBVENC;18;398.86;554.0;295.0;18;403.28;582;237;18;394.44;585;219;15;389.67;535;243;5;375.00;559;230;29;457.69;627;337;29;463.86;679;337;8616
417;13;SANTIAGO;INDEPENDENCIA;ESCUELA TECNICA LIB. BERNARDO O`HIGGINS;TECNICA Y SERVICIOS;SUBVENC;114;389.74;512.5;235.5;114;399.05;560;231;114;380.43;531;219;94;388.54;587;220;30;373.23;504;230;176;543.09;768;337;176;555.36;842;337;8621
418;13;SANTIAGO;INDEPENDENCIA;INSTITUTO COMERCIAL PART. LIB. BDO. O'HIGGINS;COMERCIAL;SUBVENC;57;431.25;568.5;238.0;57;433.68;601;226;57;428.82;560;219;53;437.79;579;226;18;446.78;529;351;84;494.26;745;327;84;510.69;847;327;8656
419;13;SANTIAGO;LA CISTERNA;LICEO INDUSTRIAL DE ELECTROTECNIA;INDUSTRIAL;MUNICIPAL;112;480.15;642.0;305.5;112;464.13;677;242;112;496.18;627;306;54;471.26;650;220;69;483.87;660;261;139;454.36;676;317;139;466.24;803;317;9860
420;13;SANTIAGO;LA CISTERNA;LICEO POLITECNICO CIENCIA Y TECNOLOGIA A-112;COMERCIAL;MUNICIPAL;55;456.59;558.0;327.0;55;469.78;589;274;55;443.40;579;282;28;447.43;600;264;33;434.58;563;230;59;509.12;688;370;59;528.88;795;370;9693
421;13;SANTIAGO;LA CISTERNA;LICEO POLITECNICO CIENCIA Y TECNOLOGIA A-112;INDUSTRIAL;MUNICIPAL;164;479.77;633.5;294.0;164;483.67;653;257;164;475.88;614;234;50;468.20;685;226;128;487.01;629;230;187;508.45;766;360;187;522.63;850;360;9693
422;13;SANTIAGO;LA CISTERNA;LICEO POLIVALENTE OLOF PALME (EX. VENECIANO);COMERCIAL;MUNICIPAL;9;433.11;501.0;305.5;9;448.78;543;305;9;417.44;471;306;9;413.78;514;307;6;393.33;504;230;12;518.83;635;409;12;571.58;791;409;9701
423;13;SANTIAGO;LA CISTERNA;CENTRO EDUCACIONAL CARLOS CASTRO ZULOAGA;TECNICA Y SERVICIOS;SUBVENC;10;443.40;580.5;295.5;10;478.60;646;352;10;408.20;515;219;8;433.63;607;264;2;387.50;490;285;12;487.75;635;319;12;555;850;319;9829
424;13;SANTIAGO;LA CISTERNA;CENTRO EDUCACIONAL CARLOS CASTRO ZULOAGA;COMERCIAL;SUBVENC;10;459.10;550.5;329.5;10;443.80;537;329;10;474.40;564;330;10;474.00;574;307;;;;;12;499.25;676;405;12;526.58;793;405;9829
425;13;SANTIAGO;LA CISTERNA;CENTRO EDUCACIONAL SANTA ROSA;INDUSTRIAL;SUBVENC;12;443.92;584.0;331.5;12;455.92;653;372;12;431.92;545;282;7;454.43;558;286;7;432.86;504;309;24;529.00;715;352;24;569.33;850;352;9779
426;13;SANTIAGO;LA CISTERNA;CENTRO EDUCACIONAL SANTA ROSA;COMERCIAL;SUBVENC;16;425.53;528.5;275.5;16;444.81;537;317;16;406.25;520;219;11;451.64;574;359;5;385.20;437;309;24;557.88;731;331;24;600.21;844;331;9779
427;13;SANTIAGO;LA CISTERNA;CENTRO EDUCACIONAL SANTA ROSA;TECNICA Y SERVICIOS;SUBVENC;93;402.27;580.5;231.5;93;404.73;589;231;93;399.82;592;226;56;402.71;691;226;41;411.20;587;214;179;500.34;788;323;179;516.96;850;323;9779
428;13;SANTIAGO;LA CISTERNA;CENTRO POLITECNICO CARLOS CONDELL;TECNICA Y SERVICIOS;SUBVENC;34;411.54;507.0;297.5;34;424.79;526;274;34;398.29;488;282;29;412.59;549;243;9;393.89;504;309;39;549.21;691;425;39;626.36;850;425;25995
429;13;SANTIAGO;LA CISTERNA;CENTRO POLITECNICO CARLOS CONDELL;INDUSTRIAL;SUBVENC;31;415.10;548.5;313.5;31;400.45;594;274;31;429.74;549;259;26;404.15;525;243;10;405.30;510;351;54;469.22;672;311;54;493.44;842;311;25995
