ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
1146;8;CONCEPCION;CONCEPCION;COLEGIO ALERCE;INDUSTRIAL;SUBVENC;15;452.53;543.0;346.5;15;425.93;560;329;15;479.13;557;330;11;398.73;471;307;10;444.40;553;351;18;520.72;693;385;18;557.78;850;385;11709
1147;8;CONCEPCION;CONCEPCION;COLEGIO ALERCE ;TECNICA Y SERVICIOS;SUBVENC;10;375.75;456.0;278.0;10;369.30;438;274;10;382.20;496;282;9;379.00;479;326;5;383.40;437;285;11;505.09;601;413;11;513.55;630;413;11709
1148;8;CONCEPCION;CONCEPCION;COLEGIO TECNICO PROFESIONAL LOS ACACIOS;INDUSTRIAL;SUBVENC;49;473.21;667.5;377.5;49;456.96;646;329;49;489.47;734;353;29;467.97;574;343;33;471.30;751;309;54;530.15;713;389;54;540.78;769;389;17635
1149;8;CONCEPCION;CONCEPCION;COLEGIO TECNICO PROFESIONAL LOS ACACIOS;TECNICA Y SERVICIOS;SUBVENC;32;443.05;600.5;343.5;32;450.97;633;289;32;435.13;589;259;21;451.57;595;307;21;422.62;605;309;36;547.14;758;423;36;578.42;850;423;17635
1150;8;CONCEPCION;CONCEPCION;ESCUELA INDUSTRIAL SALESIANA SAN JOSE;INDUSTRIAL;SUBVENC;128;505.09;651.0;334.0;128;485.48;685;317;128;524.70;648;306;63;515.59;717;359;99;490.52;613;328;130;522.36;752;382;130;532.55;850;382;17750
1151;8;CONCEPCION;CONCEPCION;LICEO CAUPOLICAN (EX.CORESOL);AGRICOLA;SUBVENC;7;381.57;542.5;294.0;7;412.00;565;329;7;351.14;520;226;5;412.00;491;359;3;351.33;375;328;9;545.56;676;454;9;590.44;850;454;17841
1152;8;CONCEPCION;CONCEPCION;LICEO CAUPOLICAN (EX.CORESOL);INDUSTRIAL;SUBVENC;17;360.03;450.5;275.5;17;347.29;464;231;17;372.76;503;234;14;355.79;535;237;7;375.86;437;285;22;476.64;625;378;22;500.68;770;378;17841
1153;8;CONCEPCION;CONCEPCION;LICEO TECNICO PROF. DE ADULTOS DEL BIOBIO;AGRICOLA;SUBVENC;4;340.38;387.5;234.0;4;312.50;422;242;4;368.25;471;211;4;304.75;359;237;4;318.25;351;285;5;562.80;660;462;5;584.6;708;462;31104
1154;8;CONCEPCION;CONCEPCION;LICEO TECNICO PROF. DE ADULTOS DEL BIOBIO;INDUSTRIAL;SUBVENC;12;341.79;408.5;271.5;12;322.67;438;257;12;360.92;488;226;10;349.80;595;191;9;364.44;450;230;10;490.00;539;433;10;493.8;550;433;31104
1155;8;CONCEPCION;CONCEPCION;LICEO TECNICO PROFESIONAL JORGE SANCHEZ UGARTE;COMERCIAL;SUBVENC;56;522.84;631.5;305.0;56;512.18;695;257;56;533.50;656;353;33;519.94;628;387;39;497.41;677;309;57;553.58;721;382;57;571.74;810;382;4672
1156;8;CONCEPCION;CONCEPCION;LICEO TECNICO PROFESIONAL JORGE SANCHEZ UGARTE;INDUSTRIAL;SUBVENC;18;497.36;608.0;388.5;18;475.11;565;352;18;519.61;651;425;9;473.00;616;343;15;518.87;613;375;22;497.14;623;378;22;517.82;738;378;4672
1157;8;CONCEPCION;CORONEL;ESCUELA DE ADULTOS ANTONIO SANCHEZ ARANDA;INDUSTRIAL;MUNICIPAL;3;338.50;431.5;262.0;3;347.33;438;242;3;329.67;425;282;3;401.33;430;387;;;;;3;520.33;601;478;3;527.67;623;478;4978
1158;8;CONCEPCION;CORONEL;LICEO COM. ANDRES BELLO LOPEZ DE CORONEL B-43;COMERCIAL;MUNICIPAL;117;418.12;577.5;222.0;117;426.68;646;210;117;409.55;579;234;78;428.41;650;307;80;418.04;598;261;134;531.72;788;335;134;547.95;850;335;4977
1159;8;CONCEPCION;CORONEL;LICEO IND. FUNDACION FEDERICO SCHWAGER ( EX. B-42 );INDUSTRIAL;MUNICIPAL;18;373.47;501.0;225.0;18;345.33;471;231;18;401.61;531;219;11;374.64;558;264;9;367.67;490;309;24;484.38;580;370;24;490.92;626;370;4975
1160;8;CONCEPCION;CORONEL;LICEO YOBILO A-82;COMERCIAL;MUNICIPAL;20;416.50;533.5;303.0;20;431.00;531;289;20;402.00;536;234;7;343.86;420;237;18;394.50;504;261;23;511.30;760;391;23;527.17;850;391;4983
1161;8;CONCEPCION;CORONEL;LICEO YOBILO A-82;TECNICA Y SERVICIOS;MUNICIPAL;10;377.40;478.5;268.5;10;390.20;484;231;10;364.60;480;259;7;371.43;449;326;6;357.33;407;309;14;494.50;617;403;14;535.79;770;403;4983
1162;8;CONCEPCION;CORONEL;LICEO YOBILO A-82;AGRICOLA;MUNICIPAL;2;330.75;356.0;305.5;2;289.50;305;274;2;372.00;438;306;1;387.00;387;387;1;375.00;375;375;3;430.00;448;419;3;442.33;485;419;4983
1163;8;CONCEPCION;CORONEL;LICEO INDUSTRIAL METODISTA CORONEL;INDUSTRIAL;SUBVENC;134;434.72;554.0;309.5;134;419.86;606;242;134;449.59;574;282;109;417.43;616;231;95;420.91;553;261;158;455.82;676;313;158;475.23;806;313;12033
1164;8;CONCEPCION;CORONEL;LICEO TECNICO PROFESIONAL DE LA MADERA;AGRICOLA;SUBVENC;22;426.39;526.0;290.0;22;432.05;531;274;22;420.73;526;306;17;414.82;549;220;9;387.00;504;309;30;472.33;654;364;30;493.9;779;364;17818
1165;8;CONCEPCION;CORONEL;LICEO TECNICO PROFESIONAL DE LA MADERA;COMERCIAL;SUBVENC;46;432.85;599.0;286.5;46;432.65;582;220;46;433.04;627;226;25;428.32;637;237;28;394.25;534;224;50;536.32;699;389;50;568.4;820;389;17818
1166;8;CONCEPCION;CHIGUAYANTE;LICEO CHIGUAYANTE B-37;COMERCIAL;MUNICIPAL;16;380.34;476.0;293.5;16;386.69;543;257;16;374.00;488;234;11;381.82;449;231;10;347.50;407;230;17;515.35;609;421;17;613.53;850;421;4560
1167;8;CONCEPCION;CHIGUAYANTE;LICEO CHIGUAYANTE B-37;INDUSTRIAL;MUNICIPAL;14;395.36;537.0;242.5;14;406.21;571;226;14;384.50;509;219;13;412.46;519;307;7;380.29;472;309;16;516.69;593;407;16;555;697;407;4560
1168;8;CONCEPCION;FLORIDA;LICEO LUIS DE ALAVA (EX.C-83);COMERCIAL;MUNICIPAL;12;429.71;528.0;352.0;12;438.50;560;340;12;420.92;526;306;3;438.00;464;420;4;392.75;481;261;15;501.27;727;411;15;509.2;802;411;4870
1169;8;CONCEPCION;HUALQUI;LICEO SAN JUAN BAUTISTA DE HUALQUI (EX. C-41);COMERCIAL;MUNICIPAL;33;423.97;560.5;311.5;33;406.91;526;305;33;441.03;601;282;25;435.72;535;307;9;401.56;504;309;37;593.41;739;411;37;618.11;843;411;4897
1170;8;CONCEPCION;LOTA;LICEO CARLOS COUSIÑO GOYENECHEA A-45;INDUSTRIAL;MUNICIPAL;15;409.43;555.0;257.5;15;406.93;531;242;15;411.93;579;226;10;365.00;464;237;8;419.13;490;351;17;538.41;799;439;17;579.71;850;439;4951
1171;8;CONCEPCION;LOTA;LICEO COMERCIAL PDTE. FREI MONTALVA (EX.C-47);COMERCIAL;MUNICIPAL;58;383.91;488.0;282.0;58;383.71;526;242;58;384.10;574;234;28;380.14;539;237;29;376.17;524;235;73;510.59;709;407;73;533.07;850;407;4949
1172;8;CONCEPCION;LOTA;LICEO POLITECNICO ROSAURO SANTANA RIOS  (EX. A-46);INDUSTRIAL;MUNICIPAL;30;388.20;533.5;250.5;30;385.30;531;242;30;391.10;536;234;22;379.50;530;243;13;389.15;504;230;42;492.40;772;354;42;512.52;850;354;4948
1173;8;CONCEPCION;LOTA;LICEO POLITECNICO ROSAURO SANTANA RIOS  (EX. A-46);TECNICA Y SERVICIOS;MUNICIPAL;6;333.33;383.0;271.5;6;324.33;407;237;6;342.33;461;226;2;315.00;410;220;6;389.67;450;309;10;469.30;591;272;10;518.4;767;272;4948
1174;8;CONCEPCION;PENCO;LICEO PENCOPOLITANO B-40;TECNICA Y SERVICIOS;MUNICIPAL;14;388.68;522.5;346.0;14;395.36;514;317;14;382.00;531;306;13;406.38;514;286;1;407.00;407;407;15;527.87;597;462;15;533.87;618;462;4805
1175;8;CONCEPCION;PENCO;LICEO PENCOPOLITANO B-40;MARITIMA;MUNICIPAL;13;394.00;516.0;278.0;13;380.15;464;274;13;407.85;568;282;9;436.56;508;326;4;402.25;450;375;17;520.12;658;415;17;553.94;827;415;4805
1176;8;CONCEPCION;PENCO;LICEO RIOS DE CHILE;COMERCIAL;MUNICIPAL;21;433.50;542.0;262.0;21;436.00;560;242;21;431.00;553;282;18;442.61;579;264;16;419.06;504;261;24;522.17;652;391;24;588.17;850;391;17782
1177;8;CONCEPCION;SAN PEDRO DE LA PAZ;LICEO MAURICIO HOCHSCHILD DEL CEAT;INDUSTRIAL;SUBVENC;150;492.57;664.5;361.0;150;481.17;661;242;150;503.97;668;330;97;494.57;664;326;104;494.79;633;285;161;535.37;725;382;161;549.71;837;382;12062
1178;8;CONCEPCION;SAN PEDRO DE LA PAZ;LICEO PARTICULAR H.C. LOS ANDES;COMERCIAL;SUBVENC;2;462.00;525.0;399.0;2;471.50;554;389;2;452.50;496;409;2;463.50;497;430;;;;;2;474.00;527;421;2;477.5;534;421;11706
1179;8;CONCEPCION;SANTA JUANA;LICEO NUEVA ZELANDIA (EX.C-48);AGRICOLA;MUNICIPAL;33;397.77;493.0;304.0;33;370.73;477;215;33;424.82;549;306;15;409.80;519;307;25;365.52;510;285;40;484.48;584;409;40;522.18;778;409;4925
1180;8;CONCEPCION;TALCAHUANO;CENTRO EDUC. INTEG. ADULTOS LAS AMERICAS E-1217;INDUSTRIAL;MUNICIPAL;5;333.30;377.0;300.0;5;300.20;372;226;5;366.40;425;306;5;352.80;410;326;;;;;10;497.70;639;423;10;503.9;674;423;11417
1181;8;CONCEPCION;TALCAHUANO;LICEO COMERCIAL B-22;COMERCIAL;MUNICIPAL;189;423.73;607.0;262.0;189;422.48;646;220;189;424.98;601;234;119;432.14;607;243;118;398.84;553;230;228;522.82;784;341;228;544.59;850;341;4707
1182;8;CONCEPCION;TALCAHUANO;LICEO INDUSTRIAL DE LA CONSTRUC. H.V.L. B-24;INDUSTRIAL;MUNICIPAL;69;477.84;590.5;297.5;69;463.23;594;289;69;492.45;594;306;32;493.69;616;286;53;451.72;571;309;79;493.91;672;358;79;510.58;768;358;4700
1183;8;CONCEPCION;TALCAHUANO;LICEO INDUSTRIAL DE LA CONSTRUC. H.V.L. B-24;AGRICOLA;MUNICIPAL;3;443.67;463.0;406.0;3;414.67;444;362;3;472.67;488;450;1;464.00;464;464;4;414.75;517;375;4;417.00;480;364;4;417;480;364;4700
1184;8;CONCEPCION;TALCAHUANO;LICEO INDUSTRIAL JUAN ANTONIO RIOS M. A-23;INDUSTRIAL;MUNICIPAL;40;406.79;576.5;283.5;40;392.58;589;199;40;421.00;564;282;18;445.67;616;226;26;419.04;559;219;50;526.82;682;348;50;564.24;813;348;4703
1185;8;CONCEPCION;TALCAHUANO;LICEO INDUSTRIAL JUAN ANTONIO RIOS M. A-23 (NOCT.);INDUSTRIAL;MUNICIPAL;2;381.50;434.0;329.0;2;379.50;407;352;2;383.50;461;306;1;420.00;420;420;1;450.00;450;450;3;486.00;556;399;3;488.67;564;399;4703
1186;8;CONCEPCION;TALCAHUANO;LICEO LAS SALINAS B-26;MARITIMA;MUNICIPAL;5;416.20;524.0;359.5;5;416.80;477;389;5;415.60;571;330;3;486.00;508;471;3;373.33;534;235;8;504.38;566;433;8;506.13;574;433;4708
1187;8;CONCEPCION;TALCAHUANO;LICEO TECNICO TALCAHUANO C-25;TECNICA Y SERVICIOS;MUNICIPAL;50;392.38;520.0;230.0;50;400.12;554;231;50;384.64;536;203;23;394.04;525;286;29;369.55;497;235;79;531.57;725;399;79;548.8;826;399;4709
1188;8;CONCEPCION;TALCAHUANO;LICEO TECNICO PROFESIONAL ESPIRITU SANTO;COMERCIAL;SUBVENC;31;548.65;687.5;427.5;31;535.32;669;340;31;561.97;706;488;25;516.16;664;343;23;514.57;669;351;31;632.03;782;491;31;659.55;850;491;17931
1189;8;CONCEPCION;TOME;LICEO COMERCIAL DE TOME (EX.C-20);TECNICA Y SERVICIOS;MUNICIPAL;13;387.92;564.5;292.0;13;391.62;565;231;13;384.23;564;234;6;423.17;457;374;9;412.11;517;328;15;509.00;629;366;15;526.93;726;366;4825
1190;8;CONCEPCION;TOME;LICEO COMERCIAL DE TOME (EX.C-20);COMERCIAL;MUNICIPAL;97;427.46;631.5;271.5;97;428.66;582;237;97;426.27;681;234;52;455.29;637;286;77;414.34;571;219;106;563.83;784;391;106;581.94;850;391;4825
1191;8;CONCEPCION;TOME;LICEO INDUSTRIAL DE TOME (EX.B-19);INDUSTRIAL;MUNICIPAL;97;453.38;606.5;265.5;97;441.08;601;274;97;465.67;637;226;64;445.78;659;286;57;438.79;640;285;120;523.54;739;378;120;536.97;838;378;4824
1192;8;CONCEPCION;TOME;LICEO POLIVALENTE DE TOME;COMERCIAL;MUNICIPAL;24;401.56;508.5;248.0;24;392.54;508;237;24;410.58;564;259;22;378.95;591;231;10;401.30;450;309;27;541.81;717;237;27;558.07;787;237;17885
1193;8;CONCEPCION;TOME;LICEO POLIVALENTE DE TOME;INDUSTRIAL;MUNICIPAL;7;325.29;390.5;266.5;7;327.43;444;237;7;323.14;438;226;2;342.50;399;286;5;439.60;504;375;7;523.43;591;452;7;527;603;452;17885
1194;8;CONCEPCION;HUALPEN;LICEO COMERCIAL LUCILA GODOY ALCAYAGA;COMERCIAL;MUNICIPAL;13;399.92;504.5;281.5;13;402.62;560;329;13;397.23;611;234;5;441.40;587;343;9;353.11;407;285;16;523.69;633;446;16;531.19;666;446;4717
1195;8;CONCEPCION;HUALPEN;LICEO PEDRO DEL RIO ZAÑARTU A-87;COMERCIAL;MUNICIPAL;21;395.31;517.0;323.5;21;389.57;531;231;21;401.05;526;330;7;405.71;514;307;16;391.00;510;230;22;482.50;607;354;22;515.27;720;354;4706
1196;8;CONCEPCION;HUALPEN;LICEO PEDRO DEL RIO ZAÑARTU A-87;TECNICA Y SERVICIOS;MUNICIPAL;29;406.50;504.0;285.5;29;406.55;520;289;29;406.45;553;259;21;395.10;553;264;13;400.31;490;309;41;481.59;623;335;41;540.44;829;335;4706
1197;8;CONCEPCION;HUALPEN;CENTRO EDUCACIONAL EVANGELICO DE HUALPENCILLO;COMERCIAL;SUBVENC;28;411.30;583.0;316.5;28;409.68;613;274;28;412.93;553;203;20;414.10;553;231;16;409.56;553;230;32;472.50;605;389;32;477.59;672;389;4782
1198;8;CONCEPCION;HUALPEN;CENTRO EDUCACIONAL EVANGELICO DE HUALPENCILLO;INDUSTRIAL;SUBVENC;20;460.88;564.0;351.0;20;446.25;571;362;20;475.50;557;330;13;479.23;591;326;16;455.94;567;375;25;498.92;713;403;25;542.12;850;403;4782
1199;8;ARAUCO;LEBU;LICEO TECNICO PROF. DR. RIGOBERTO IGLESIAS B-54;INDUSTRIAL;MUNICIPAL;23;452.76;579.5;317.0;23;449.04;606;317;23;456.48;553;282;15;437.67;562;286;11;476.91;553;351;26;565.96;693;419;26;618.92;832;419;5021
1200;8;ARAUCO;LEBU;LICEO TECNICO PROF. DR. RIGOBERTO IGLESIAS B-54;COMERCIAL;MUNICIPAL;5;421.60;442.5;395.0;5;403.80;444;381;5;439.40;496;374;5;421.00;471;387;3;394.33;437;309;13;615.54;723;435;13;673.77;850;435;5021
1201;8;ARAUCO;LEBU;LICEO TECNICO PROF. DR. RIGOBERTO IGLESIAS B-54;TECNICA Y SERVICIOS;MUNICIPAL;10;363.60;462.0;238.0;10;386.70;514;257;10;340.50;496;219;3;398.00;508;237;7;385.71;517;309;16;532.81;645;446;16;543.19;703;446;5021
1202;8;ARAUCO;LEBU;LICEO TECNICO PROF. DR. RIGOBERTO IGLESIAS B-54;AGRICOLA;MUNICIPAL;3;386.83;454.5;310.5;3;428.00;484;362;3;345.67;425;259;2;362.50;399;326;1;309.00;309;309;8;502.38;625;429;8;537.5;850;429;5021
1203;8;ARAUCO;ARAUCO;CENTRO ED. INT. DE ADULTOS PAUL HARRIS;TECNICA Y SERVICIOS;MUNICIPAL;3;362.17;380.0;346.5;3;395.00;438;340;3;329.33;353;282;3;347.67;464;220;2;350.50;392;309;12;539.50;693;374;12;555.17;743;374;18009
1204;8;ARAUCO;ARAUCO;CENTRO ED. INT. DE ADULTOS PAUL HARRIS;INDUSTRIAL;MUNICIPAL;2;293.00;312.0;274.0;2;280.00;329;231;2;306.00;393;219;2;358.50;374;343;1;351.00;351;351;4;384.25;472;327;4;384.25;472;327;18009
1205;8;ARAUCO;ARAUCO;LICEO FILIDOR GAETE MONSALVA;MARITIMA;MUNICIPAL;3;471.50;538.5;355.5;3;470.00;526;381;3;473.00;574;330;3;382.00;553;286;2;427.50;504;351;5;594.20;723;480;5;657.8;850;480;5057
1206;8;ARAUCO;ARAUCO;LICEO POLITECNICO CARAMPANGUE;INDUSTRIAL;MUNICIPAL;17;416.76;551.0;317.0;17;420.82;582;317;17;412.71;520;282;13;427.69;595;286;8;389.50;437;351;18;511.78;735;413;18;557.06;850;413;18080
1207;8;ARAUCO;ARAUCO;LICEO POLITECNICO CARAMPANGUE;COMERCIAL;MUNICIPAL;25;366.98;566.5;228.5;25;359.40;576;231;25;374.56;557;226;20;358.15;485;243;14;377.86;534;285;29;528.59;743;427;29;559.31;850;427;18080
1208;8;ARAUCO;ARAUCO;LICEO SAN FELIPE DE ARAUCO A-50;AGRICOLA;MUNICIPAL;3;377.00;412.5;341.0;3;376.67;416;352;3;377.33;409;330;3;463.33;503;430;1;351.00;351;351;7;491.71;607;395;7;523.14;726;395;5048
1209;8;ARAUCO;CAÑETE;LICEO TEC. PROF. ALONSO DE ERCILLA Y ZUÑIGA;COMERCIAL;MUNICIPAL;39;419.77;531.0;329.0;39;437.74;554;305;39;401.79;536;259;31;427.03;558;264;19;372.47;481;285;52;513.25;752;399;52;534.08;850;399;18004
1210;8;ARAUCO;CAÑETE;LICEO TEC. PROF. ALONSO DE ERCILLA Y ZUÑIGA;AGRICOLA;MUNICIPAL;9;404.78;529.0;344.5;9;417.33;543;317;9;392.22;515;234;7;418.86;525;374;4;456.50;545;407;14;488.43;635;391;14;555.57;850;391;18004
1211;8;ARAUCO;CAÑETE;LICEO TEC. PROF. ALONSO DE ERCILLA Y ZUÑIGA;TECNICA Y SERVICIOS;MUNICIPAL;19;414.79;499.5;305.5;19;422.74;549;289;19;406.84;503;306;14;436.36;562;307;13;382.23;462;261;22;518.55;611;427;22;557.68;761;427;18004
1212;8;ARAUCO;CAÑETE;LICEO POLITECNICO CAÑETE;TECNICA Y SERVICIOS;SUBVENC;34;399.66;551.0;262.0;34;397.06;571;231;34;402.26;531;259;18;350.33;519;237;19;382.05;517;230;39;506.21;739;399;39;546.54;850;399;17772
1213;8;ARAUCO;CAÑETE;LICEO POLITECNICO CAÑETE;INDUSTRIAL;SUBVENC;17;395.41;461.0;313.5;17;376.24;484;274;17;414.59;496;282;16;378.56;485;243;5;361.40;437;261;31;532.29;707;382;31;580.06;850;382;17772
1214;8;ARAUCO;CAÑETE;LICEO POLITECNICO CAÑETE;AGRICOLA;SUBVENC;3;411.00;492.5;313.5;3;401.33;514;274;3;420.67;471;353;3;490.33;655;359;;;;;9;465.67;529;417;9;486.89;601;417;17772
1215;8;ARAUCO;CAÑETE;LICEO POLITECNICO CAÑETE;COMERCIAL;SUBVENC;12;408.38;521.5;305.5;12;434.50;582;317;12;382.25;480;259;11;438.18;525;359;3;386.33;437;285;14;536.00;684;393;14;566.21;782;393;17772
1216;8;ARAUCO;CURANILAHUE;LICEO POLIVALENTE MARIANO LATORRE B-51;INDUSTRIAL;MUNICIPAL;26;405.37;544.0;271.5;26;402.35;531;237;26;408.38;557;234;17;411.82;562;286;7;444.14;504;375;30;480.17;580;374;30;494.8;655;374;5084
1217;8;ARAUCO;CURANILAHUE;LICEO POLITECNICO CURANILAHUE;TECNICA Y SERVICIOS;SUBVENC;7;360.29;403.5;271.5;7;352.86;444;237;7;367.71;409;306;4;366.50;449;243;8;348.38;462;230;9;508.56;635;419;9;511.56;650;419;12004
1218;8;ARAUCO;CURANILAHUE;LICEO POLITECNICO CURANILAHUE;INDUSTRIAL;SUBVENC;7;381.00;503.0;297.5;7;359.43;503;242;7;402.57;503;282;6;411.33;549;326;5;427.20;549;351;11;543.45;749;415;11;578.09;850;415;12004
1219;8;ARAUCO;CURANILAHUE;LICEO POLITECNICO CURANILAHUE;COMERCIAL;SUBVENC;8;443.25;487.5;351.5;8;446.75;514;329;8;439.75;488;374;4;395.50;457;326;5;412.20;534;351;19;527.68;699;393;19;542.63;793;393;12004
1220;8;ARAUCO;LOS ALAMOS;LICEO POLITECNICO CAUPOLICAN B-55;INDUSTRIAL;MUNICIPAL;8;397.81;481.0;323.5;8;386.38;491;305;8;409.25;480;330;8;429.00;485;307;3;369.33;472;261;10;483.50;609;401;10;540.9;823;401;5105
1221;8;ARAUCO;LOS ALAMOS;LICEO POLITECNICO CAUPOLICAN B-55;COMERCIAL;MUNICIPAL;12;410.92;498.0;305.5;12;405.50;571;305;12;416.33;520;282;12;388.25;497;307;2;422.00;437;407;16;541.56;664;399;16;593.56;841;399;5105
1222;8;ARAUCO;LOS ALAMOS;LICEO CRISTO REDENTOR;INDUSTRIAL;SUBVENC;7;420.64;489.5;332.0;7;430.43;543;226;7;410.86;496;330;5;396.40;530;286;2;447.00;472;422;12;474.58;550;411;12;476.75;563;411;5122
1223;8;ARAUCO;LOS ALAMOS;LICEO CRISTO REDENTOR;TECNICA Y SERVICIOS;SUBVENC;48;401.35;514.5;250.5;48;420.48;571;242;48;382.23;520;219;24;391.63;519;226;27;414.26;545;285;57;529.26;674;389;57;572.96;823;389;5122
1224;8;ARAUCO;LOS ALAMOS;LICEO TECNICO PROFESIONAL SAN PABLO;AGRICOLA;SUBVENC;1;499.00;499.0;499.0;1;537.00;537;537;1;461.00;461;461;1;558.00;558;558;1;504.00;504;504;1;570.00;570;570;1;765;765;765;5107
1225;8;ARAUCO;LOS ALAMOS;LICEO TECNICO PROFESIONAL SAN PABLO;COMERCIAL;SUBVENC;2;460.75;486.5;435.0;2;477.00;477;477;2;444.50;496;393;2;491.00;503;479;;;;;5;530.00;607;439;5;600.4;781;439;5107
1226;8;ARAUCO;TIRUA;LICEO TRAPAQUEANTE C-90;TECNICA Y SERVICIOS;MUNICIPAL;9;405.44;514.5;317.5;9;416.67;514;329;9;394.22;515;306;;;;;9;394.78;539;351;14;502.93;674;407;14;524.79;850;407;11400
1227;8;ARAUCO;TIRUA;LICEO TRAPAQUEANTE C-90;MARITIMA;MUNICIPAL;1;443.50;443.5;443.5;1;407.00;407;407;1;480.00;480;480;1;430.00;430;430;;;;;5;509.40;593;446;5;561.4;754;446;11400
1228;9;MALLECO;ANGOL;LICEO COMERCIAL ARMANDO BRAVO BRAVO (EX.A-4);COMERCIAL;MUNICIPAL;133;433.69;584.0;309.5;133;437.55;589;274;133;429.83;579;234;108;446.15;616;243;56;385.04;545;235;152;469.51;723;327;152;479.45;809;327;5216
1229;9;MALLECO;ANGOL;LICEO INDUSTRIAL DE ANGOL  B-5;INDUSTRIAL;MUNICIPAL;83;440.83;589.5;274.0;83;430.31;653;242;83;451.34;557;259;58;470.17;579;237;46;437.72;545;261;110;462.76;668;317;110;472.92;793;317;5215
1230;9;MALLECO;ANGOL;LICEO MERCEDES MANOSALVA AREVALO;TECNICA Y SERVICIOS;MUNICIPAL;16;361.31;438.5;268.0;16;389.38;531;274;16;333.25;438;219;11;399.73;519;326;16;359.63;481;230;29;523.03;674;403;29;597.41;850;403;5217
1231;9;MALLECO;ANGOL;LICEO MERCEDES MANOSALVA AREVALO;COMERCIAL;MUNICIPAL;9;405.28;478.0;346.0;9;389.89;484;274;9;420.67;549;330;2;437.00;464;410;7;401.71;504;309;13;514.46;664;437;13;559.92;850;437;5217
1232;9;MALLECO;ANGOL;LICEO POLITECNICO JUANITA FERNANDEZ SOLAR C-2;TECNICA Y SERVICIOS;MUNICIPAL;126;420.98;586.5;271.5;126;426.60;633;231;126;415.35;540;219;74;392.43;539;264;93;416.91;580;285;134;536.34;660;409;134;552.1;734;409;5219
1233;9;MALLECO;ANGOL;LICEO POLITECNICO JUANITA FERNANDEZ SOLAR C-2;INDUSTRIAL;MUNICIPAL;38;449.67;563.5;298.0;38;457.11;582;289;38;442.24;553;234;27;452.93;579;307;18;409.56;567;235;49;516.88;713;350;49;551.35;850;350;5219
1234;9;MALLECO;ANGOL;COMPLEJO EDUCACIONAL EDUCASE;TECNICA Y SERVICIOS;SUBVENC;15;413.80;579.0;297.5;15;414.93;618;274;15;412.67;540;306;5;448.80;595;343;15;437.07;529;328;18;475.61;668;366;18;566.17;850;366;19975
1235;9;MALLECO;ANGOL;ESCUELA AGRICOLA EL VERGEL;AGRICOLA;SUBVENC;18;385.28;517.5;297.5;18;358.50;526;237;18;412.06;536;259;7;395.86;491;286;13;419.69;490;351;24;460.08;672;364;24;503.96;850;364;5267
1236;9;MALLECO;ANGOL;LICEO POLITECNICO LOS NOGALES DE ANGOL;COMERCIAL;SUBVENC;8;401.94;533.5;266.0;8;388.38;571;226;8;415.50;531;306;7;386.57;508;286;1;422.00;422;422;8;516.63;715;395;8;557.25;850;395;20136
1237;9;MALLECO;ANGOL;LICEO POLITECNICO LOS NOGALES DE ANGOL;INDUSTRIAL;SUBVENC;12;382.33;457.0;325.0;12;340.92;464;257;12;423.75;480;282;11;398.27;519;264;1;392.00;392;392;17;525.12;658;405;17;555.41;765;405;20136
1238;9;MALLECO;COLLIPULLI;CPMPLEJO EDUCACIONAL COLLIPULLI;TECNICA Y SERVICIOS;MUNICIPAL;5;398.70;486.0;339.0;5;425.00;554;317;5;372.40;488;306;3;460.00;549;374;2;290.50;351;230;13;490.00;664;362;13;509.62;774;362;5282
1239;9;MALLECO;COLLIPULLI;CPMPLEJO EDUCACIONAL COLLIPULLI;INDUSTRIAL;MUNICIPAL;1;439.00;439.0;439.0;1;398.00;398;398;1;480.00;480;480;1;410.00;410;410;;;;;1;664.00;664;664;1;850;850;850;5282
1240;9;MALLECO;CURACAUTIN;LICEO LAS ARAUCARIAS;TECNICA Y SERVICIOS;MUNICIPAL;6;353.92;402.0;309.5;6;347.50;430;226;6;360.33;409;306;6;405.67;449;326;;;;;11;455.91;572;354;11;542.82;850;354;5344
1241;9;MALLECO;CURACAUTIN;LICEO POLITECNICO DE CURACAUTIN C-12;COMERCIAL;MUNICIPAL;10;386.60;493.5;220.0;10;415.00;531;237;10;358.20;503;203;7;387.43;530;220;7;401.14;529;261;14;530.00;731;427;14;540.86;828;427;5343
1242;9;MALLECO;CURACAUTIN;LICEO POLITECNICO DE CURACAUTIN C-12;INDUSTRIAL;MUNICIPAL;11;427.45;588.0;379.0;11;443.00;565;329;11;411.91;611;306;6;438.00;558;243;8;418.25;576;261;13;538.62;743;433;13;578.54;850;433;5343
